issuekey,storypoint,description,title,,,,
61d6a682f4d395ee22280940,144000,"Publishing Test & Quizzes with type maintain on Websphere/DB2 gave the following error (note also tested on Websphere/mySQL and no error):\n\norg.sakaiproject.portal.api.PortalHandlerException: org.sakaiproject.tool.api.ToolException: javax.faces.el.EvaluationException: Error getting property 'groupsAuthorized' from bean of type org.sakaiproject.tool.assessment.ui.bean.author.AssessmentSettingsBean: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at org.sakaiproject.portal.charon.handlers.ToolHandler.doPost(ToolHandler.java:70)\ncaused by: org.sakaiproject.tool.api.ToolException: javax.faces.el.EvaluationException: Error getting property 'groupsAuthorized' from bean of type org.sakaiproject.tool.assessment.ui.bean.author.AssessmentSettingsBean: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at org.sakaiproject.portal.charon.SkinnableCharonPortal.forwardTool(SkinnableCharonPortal.java:1215)\ncaused by: javax.servlet.ServletException: javax.faces.el.EvaluationException: Error getting property 'groupsAuthorized' from bean of type org.sakaiproject.tool.assessment.ui.bean.author.AssessmentSettingsBean: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at com.ibm.ws.webcontainer.servlet.ServletWrapper.service(ServletWrapper.java:1075)\ncaused by: javax.faces.el.EvaluationException: javax.faces.el.EvaluationException: Error getting property 'groupsAuthorized' from bean of type org.sakaiproject.tool.assessment.ui.bean.author.AssessmentSettingsBean: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at com.sun.faces.el.ValueBindingImpl.getValue(ValueBindingImpl.java:154)\ncaused by: javax.faces.el.EvaluationException: Error getting property 'groupsAuthorized' from bean of type org.sakaiproject.tool.assessment.ui.bean.author.AssessmentSettingsBean: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at com.sun.faces.el.impl.ArraySuffix.evaluate(ArraySuffix.java:167)\ncaused by: org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query\n    at org.springframework.orm.hibernate3.HibernateAccessor.convertHibernateAccessException(HibernateAccessor.java:412)\ncaused by: org.hibernate.exception.SQLGrammarException: could not execute query\n    at org.hibernate.exception.JDBCExceptionHelper.convert(JDBCExceptionHelper.java:43)\ncaused by: com.ibm.db2.jcc.c.SqlException: DB2 SQL error: SQLCODE: -401, SQLSTATE: 42818, SQLERRMC: =\n    at com.ibm.db2.jcc.c.fg.e(fg.java:1596)\n    at com.ibm.db2.jcc.c.fg.a(fg.java:1206)\n    at com.ibm.db2.jcc.b.gb.g(gb.java:140)\n    at com.ibm.db2.jcc.b.gb.a(gb.java:39)\n    at com.ibm.db2.jcc.b.w.a(w.java:34)\n    at com.ibm.db2.jcc.b.vb.g(vb.java:139)\n    at com.ibm.db2.jcc.c.fg.n(fg.java:1177)\n    at com.ibm.db2.jcc.c.gg.eb(gg.java:1862)\n    at com.ibm.db2.jcc.c.gg.d(gg.java:2295)\n    at com.ibm.db2.jcc.c.gg.V(gg.java:424)\n    at com.ibm.db2.jcc.c.gg.executeQuery(gg.java:407)\n    at org.apache.commons.dbcp.DelegatingPreparedStatement.executeQuery(DelegatingPreparedStatement.java:93)\n    at org.hibernate.jdbc.AbstractBatcher.getResultSet(AbstractBatcher.java:186)\n    at org.hibernate.loader.Loader.getResultSet(Loader.java:1787)\n    at org.hibernate.loader.Loader.doQuery(Loader.java:674)\n    at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:236)\n    at org.hibernate.loader.Loader.doList(Loader.java:2220)\n    at org.hibernate.loader.Loader.listIgnoreQueryCache(Loader.java:2104)\n    at org.hibernate.loader.Loader.list(Loader.java:2099)\n    at org.hibernate.loader.hql.QueryLoader.list(QueryLoader.java:378)\n    at org.hibernate.hql.ast.QueryTranslatorImpl.list(QueryTranslatorImpl.java:338)\n    at org.hibernate.engine.query.HQLQueryPlan.performList(HQLQueryPlan.java:172)\n    at org.hibernate.impl.SessionImpl.list(SessionImpl.java:1121)\n    at org.hibernate.impl.QueryImpl.list(QueryImpl.java:79)\n    at org.springframework.orm.hibernate3.HibernateTemplate$29.doInHibernate(HibernateTemplate.java:849)\n    at org.springframework.orm.hibernate3.HibernateTemplate.execute(HibernateTemplate.java:372)\n",Publishing Test & Quizzes on DB2 fails,,,,
61d6a682f4d395ee22280977,288000,"When Gradebook items are imported via the Site Info (Site Setup) > Import from Site Utility, the item settings that display on the Gradebook Items Summary screen and All Grades screens do not match the settings in the Edit Item screen--specifically items that had the settings ""Release this item to Students"" and ""Include this item in course grade calculations"" turned on in the source site arrive in the target with both items turned off in the Edit Item Screen(probably because there is a dependency between them), and with ""Release this item to Students"" turned off and ""Include this item in course grade calculations"" turned on on the Gradebook Items Summary.   Moreover, if the item is graded, in the All Grades screen it shows up with a gray backrgound (unreleased) and without parentheses (i.e., included in course grade).  See attached PDF fpr screenshots. This settingscombination (""Release this item to Students"" = off and ""Include this item in course grade calculations""=on) is not even possible in the Edit Item screen because the second checkbox is both unchecked and grayed out unless the first is checked.  \n\nIf, during the import, users choose to ""replace"" rather than merge their data, the assumption is that the item settings will be preserved, in which case if both options are turned on in the source site, they should both be turned on in the destination site.\n\nAlso, I don't understand why a dependency exists between ""Release this item to Students"" and ""Include this item in course grade calculations"" in the Edit Item screen.  Clearly it is possible for the latter setting to be turned on and the former turned off.  Is there a reason this option isn't avai;able to facul;ty when they create new items?  I suggest making it possible to choose either option or both when setting up new items.\n\n\n",GB Items Imported from Site have conflicting Settings in Edit Item and GB Item Summary Screens,,,,
61d6a682f4d395ee2228097e,3600,"\nKathryn Propst - 15-Jan-2009 09:42 appears to be fixed for Import Grades from Spreadhsheet screen, but not for Import Gradebook Items from Spreadsheet screen. See screenshot at https://oncourse.iu.edu/access/content/user/kpropst/gradebook_items.jpg\n","In GB, when attempting to upload spreadsheet  from import item from ss off GB landing page, without selecting file, error message missing right border",,,,
61d6a682f4d395ee2228097f,3600,"As attached screen shot shows, the grading table in the individual student record view in a percentage gradebook contains a 'grade (%)' column instead of a 'Grade' column label.  Since a GB can consist of non-calc and calc items, the column label was changed to grade",Individual Student Record GB Grading Table contains Grade (%)  colunn title instead of title of Grade,,,,
61d6a682f4d395ee2228099a,28800,As a AI/TA view does not show course grade  when AI/TA navigates  go to the students grade page from All Grades\n\n,Student Summary / AI/TA cannot see course grade,,,,
61d6a682f4d395ee222809b0,57600,"We are installing an instance of OSP for the Faculty of Medicine (UdeMontreal). We have designed a matrix and prepared the forms in french with an UTF-8 encoding.\nWhen a student clicks a matrix cell and select a form, the name of the form is correctly displayed, however after filling the form, when it is listed in the cell form, all the accentuated characters are not correctly displayed in the name of the filled form as wel as  the content of the text fields in the form. For instance the word ""compétence"" is displayed ""comp,tence"" and in the form the accentuated characters are replaced by a blank character. I'm attaching the matrix we used for the tests so you can reproduce the bug. Thanks a lot",UTF-8 encoding problems  with french language  when saving and dispaying forms in a matrix cell ,,,,
61d6a682f4d395ee222809f0,14400,"If I have an item with a bracketed text in the title (for example ""Assignment [essay]""), the download template gives the title as ""Assignment [essay] [item_value/weight]"", which is correct.  However, when I import the item back into the GB, a new item with the title ""Assignments"" (without the""[essay]"") and the data in from the ""Assignment [essay] [item_value/weight]"" column in the .csv is imported into the new item instead of the original item.  \n\nThis problem is related to SAK-15159.  Previously, if you tried to import an item with bracketed text in the title, the import failed and you got a stack trace.  Now the import seems to be ignoring anything in brackets prior to the item value/weight.\n\nTo recreate:\n\n1.  Create a gradebook with an item named:  Assignment [essay] and enter some grade data for the item.\n2.  Click Import Grades and download the template.\n3.  Make some grade changes in the item Assignment [essay]\n4.  Import the .csv.  A new item called ""Assignment"" will be created and the revised data will appear in the new item.  The data in the original Assignment [essay] will remain unchanged.\n",Importing GB items with bracketed text in title incorrectly creates and impirts into new item,,,,
61d6a682f4d395ee222809f1,432000,"When a user switches their gradebook from a points or percentages GB to a Non-Cal GB, any external items are converted to a non-cal item.  If you change the GB back to a percentages or points GB, you will see that the external items are still non-cal and can not be changed back.",External GB items are being converted to Non-Cal,,,,
61d6a682f4d395ee22280a0c,300,"Wrong Portuguese translation in Assignments indicates a different action.\n\nOn the grade assignment page (Assignments, on the Assignments list, clicking ""Grade"" under an assignment title), there is the following translation:\n\nOriginal (en): ""Assign this grade to all participants without a grade:""\nPortuguese (pt_PT): ""Atribuir esta nota a todos os alunos sem submissões:""\nThe problem is that the translated text means: ""Assign this grade to all participants without submissions""\n\n\nTHIS MUST BE CHANGED TO: ""Atribuir esta nota a todos os alunos sem avaliação""",Wrong Portuguese translation indicates a different action,,,,
61d6a682f4d395ee22280a2f,21600,"GB, points, categories (no weighting); Course Grades summary shows an unusual calculation that does not conform to other calculations. mgonin, kpropst and I have been working on this and can't understand how it is making the calculation in Course Grades. In the Points column, the percentage of total points for the gb items is expressed in 15 decimal places (49.019999999999996) and does not match other calculations. We suspect this is some type of rounding error. Please see attached jpg, att'n Krebbs, Karl. ","GB, points, categories (no weighting); points/% calculation in Course Grades summary (15 decimal places) doesn't match other calculations",,,,
61d6a682f4d395ee22280a32,14160,"I receive the attached stack trace when attempting to import an externally maintained gb item from the Import Grades screen.  Also, the download file does not include the externally maintained item (I added it to the spreadsheet).  On production, the externally maintained gb item is included in the spreadsheet and on upload, the following error is displayed:\n\nThe grades for imported item HW 2 were not updated. Please go to Assignments to grade this item.\n\nI'm not certain this is the best way to handle externally maintained items, but for the sake of the release, we could stick with what is currently on production for now.  We should think about a better way to handle this in the future though, so assign it back to me at some point.  Assigning to Lynn for prioritization.",Gradebook Import Grades / Stack trace received when attempting to import an externally maintained gb item,,,,
61d6a682f4d395ee22280a35,27000,"In comparing 'Letter Grade' GB in Production with 'Non-Calculating (e.g. Letter Grade)"" GB on Practice, I noticed some inconsistencies in the appearance of Average Course Grade information.\nI'm comparing data from actual course sites from this fall.\nsite [FA08 BL BUS M544 17822]\n1) Non-Calc GB, All Grades screen;  Average Course Grade appears [A- (94%)].  Since this GB is non calc, this content should not display at all.  AND, it is different content from what appears in production [B+ (89%)].\nSuggestion: remove Average Course Grade from All Grades screen.\n\n2) From All grades page, click a student's name (choose someone who has a 'Grade' saved on the Course Grade page).\n     On the Student Summary page, the saved course grade does not appear.  So it remains the case that the only place that the instructor can view a student's Course Grade is the All Grades view.  If the instructor pulls up the student's summary for an in-office advising session, the set course grade does not appear.\n\nSuggestion: change the Student Summary form to include the Course Grade field.\nDisplay a dash if no course grade has been set.\n\n","Non-calc gb, Average course grade display and student course grade display need to be made consistent.",,,,
61d6a682f4d395ee22280a37,14400,"after sorting on course grade, the columns no longer align with the headings.",all grades table out of alignment,,,,
61d6a682f4d395ee22280a38,21600,"This is definitely an edge case and such perhaps not even a problem. Working in a GB that has percentages, categories and weights.\n\nThe basic issue is that it is possible to import gradebook items from a spreadsheet with more than 2 decimal places.\n\nHere are the steps to replicate:\n1. In Gradebook Items, click ""import a gradebook item from spreadsheet""\n2. Upload spreadsheet that contains the student usernames in the 1st column, and fictional gradebook item header in 2nd column (HW4, for example).\n     2a. in the rows underneath HW4, include at least one cell that contains a value like: 7.48350E+11 (also make sure it is formatted as ""Scientific"" - if the cell is formatted as numeric, Oncourse will indeed give the correct error about only having two decimals places) (sample spreadsheet  .csv is attached)\n3. Upload and import values as normal.\n4. Choose the HW4 column to import.\n5. Give the item a title and relative weight - you do not need to add it to a category; also, the checkboxes about releasing to students/including in course grade don't matter.\n\nSee the attached images for results. Student(s) can have a grade like: 7.4835E11\n\n\n",Percentages Gradebook - Importing Gradebook Item from Spreadsheet with Scientific numbers allows greater than 2 decimal places,,,,
61d6a682f4d395ee22280a3c,21600,"I'm comparing actual course sites in Practice and Production.\nIn production, category averages are listed in the Class Avg** column.  On practice they do not.\nI *think* this might be related to SAK-15094 just because it has to do with display of Category data in this column.\nImages:\nPRAC shows what's on practice\nPROD shows what's in production.","In %GB with Weighted categories, Gradebook Items summary table does NOT show category averages",,,,
61d6a682f4d395ee22280a3d,18000,"This is the same type of problem as  SAK-15222 (Parentheses not displayed for unassigned items in weighted gradebook on main page).\n\nThe gradebook in question was set up to use percentages, categories, & weights, if that makes a difference.\n\nWhen looking at the student view of the gradebook (either via the instructor's [Student's View of Grades] link on  the Student Summary page, or  from the student account itself), there are several display issues:\n\n1) Gradebook items that have been categorized and released, but have been set to not be included in the course grade do not display with ( ) around the value, as the legend suggests\n\n2) Unassigned gradebook items do not display with the ( ) around the value\n\nPlease see screenshot, attached.\n\n",Gradebook - Student View missing parentheses around items not included in course grade,,,,
61d6a682f4d395ee22280a3e,28800,"In assignments 2, when you create a new assignment and say ""Create NEw Gradebook Item,"" the grade helper window opens. This is for creating a new gradebook item in a points-based gradebook with categories, but without weighting. Beneath the category selection, there is a statement: ""Items not assigned to a category will not be counted toward the course grade calculation."" This is not true, because if I check ""Release this item to students"" and ""Include this item in course grade calculations,"" when I check in the gradebook, the item I've just added WILL be counted to the course grade, even if I've left the category undefined.",Misinformation in Assugnments 2 grade helper re:categories,,,,
61d6a682f4d395ee22280a3f,14400,I  created a new forum topic and attached it to an existing gradebook item.\nI posted to the forum as a student.\nWhile posting a grade to this forum submission I was able to enter a grade with more than 8 characters.\nI have made a screencast for this and the link for the same is \nhttp://screencast.com/t/8RV4XBBPMfY\n\nNote: This functionality works fine with non calc items. It's broken only for calculating items,Able to enter grade with more than 8 characters while grading in forums,,,,
61d6a682f4d395ee22280a45,7200,"If I save a score for a percentage gb item that exceeds 100%, I receive the following error:\n\n""New scores saved. One or more saved scores exceeded the total point value of the gradebook item.""\n\nThe error should read as follows:\n\n""New scores saved.  One or more saved scores exceeded 100%.""\n\nThis is occurring on production.  Assigning to Lynn for prioritization.",Gradebook Item Summary / Confirmation incorrect when score exceeds 100% for percentage gradebook,,,,
61d6a682f4d395ee22280a4a,20400,"From the gradebook item summary screen, if a user edits the gradebook item and updates the relative weight, the confirmation message that is received is as follows:\n\n""You have successfully updated gradebook item Quiz 2. Scores have been entered previously for this gradebook item. Pre-existing scores were adjusted to reflect the new point value for this gradebook item.""\n\nHowever, scores are not updated in percentage gradebooks when the gradebook item's relative weight is changed.  The relative weight affects the course grade, not the individual gradebook items.  So, the message should read as follows:\n\n""You have successfully updated gradebook item Quiz 2.  Course grades were adjusted to reflect the new relative weight for this gradebook item.""\n\nAssigning to Lynn for prioritization.",Gradebook Item Summary / Confirmation incorrect when changing gradebook item's relative weight,,,,
61d6a682f4d395ee22280a4b,14400,The category average is not displaying on the gradebook items page for percentage gradebooks.  Assigning to Lynn for prioritization.,Gradebook Items / Missing category average for percentage gradebooks,,,,
61d6a682f4d395ee22280a5d,18000,"I found a bug in the gradebook testing, something which I am not able to replicate always.\n\n \n\nI was testing a Points Gradebook with no categories and tried the Import Grades functionality. I entered a grade with more than 8 characters into the spreadsheet and was able to upload it successfully into the gradebook.\n\n \n\nI am using IE on Vista to test, and am not sure whether this is a code bug, a machine problem or a cache problem.\n\nAlso, no one in the office has been able to replicate this, even though they are running Vista\n\n \n\nThe gradebook still has the grade. I am adding you to the site (FA08 BL TLTC PRAC 15849) and attaching the spreadsheet that I used here.\n\n \n\nOverall, the import grades functionality has been buggy at best. I tried uploading the same sheet a minute later and it failed saying that the students were not part of the site, when they are.\n\n\n",Able to import grades with more than 8 characters,,,,
61d6a682f4d395ee22280a65,3600,"As attached screen shot shows, the grading table in a percentage gradebook contains a 'grade' column instead of a 'percentage %' column, which is what pertains in production.",Percent GB Grading Table contains Grade colunn instead of Percent column,,,,
61d6a682f4d395ee22280a66,5400,"In percentage gradebook, open a gradebook item by clicking on the title on the first page. Taken to a screen where you can add grades and comments for students. Click, ""Edit Comments >>"". The comments fields will appear. If you click ""Next Gradebook Item"" or ""Previous..."", the comments fields for that assignment appear already open--you don't have the option of ""Edit Comments."" They close, though, if you return the ""Gradebook ITems"" page. This only happens when navigating between gradebook items using the ""Previous"" and ""Next"" buttons, after you've already expanded the comments for one item.",Comments field remains open in Gradebook,,,,
61d6a682f4d395ee22280a69,288000,"In percentage gradebook, when ADDing an assignment to the Gradebook, it seems more user friendly to INCLUDE percent as a Grade Scale option.  If the user chooses percent, let the system 'enter 100' in the background. \n\nThe existing solution does not seem intuitive.","In Percentage GB, Make Percent a separate grade scale option, and set the maximum points (100) in the background",,,,
61d6a682f4d395ee22280a6b,7200,"Following Script 'Percentage Gdbk, no categories'\nIn this task, we are editing Item 'Test 2', previously set as Not released, not included.\n\nOn 'Edit' gradebook item page, clicking to CHECK the checkbox for 'Release this item to Students' should cause 'Include...' to become checked as well.  This is the behavior in Production.\n\nInstead, CHECKing 'Release' causes the 'Include' box to become hot, but does not check it.",Edit Gradebook Item Screen - 'Release' defaults not consistent with production,,,,
61d6a682f4d395ee22280a6d,7200,"In ""all grades"" view, grades that are non-calculating are missing the parenthesis.\nSee screen shot--in this case it's the attendance grade that are non-calc","In all grades view, non-calc grades not in parenthesis",,,,
61d6a682f4d395ee22280a74,3600,"Now that we've made a few UI changes to better support % grades one the Add/Edit Assignment screen, we should probably change the error that displays when a user tries to link an assignment that has a grade scale other than Points or Percent.\n\nthe current message reads:\n\nAlert: Gradebook integration is only available to point-grade assignment(s).\n\nSuggested revision:\n\nGradebook integration is only available when 'Grade Scale' is set to 'Points or Percent'.",Change error message when user attempts to link an assignment with wrong grade scale,,,,
61d6a682f4d395ee22280a75,3600,"In GB > Import grades, if you click Import spreadsheet without first browsing for and seleting a CSV file, an error message displays with the prompt ""Please enter a value."".  The right border of the box surrounding the message is missing (see attached screenshot).","In GB, when attempting to upload spreadsheet without selecting file, error message missing right border",,,,
61d6a682f4d395ee22280a76,7200,"In Gradebook, if there's an item with a title containing bracketed text (for example, Assignment 1 [discussion forum], a stack trace occurs on Import Grades >Import Spreadsheet (see attached error message); to replicate:\n\n1.  Create a GB with at least 1 item containing brackets in the title.\n2.  Click Import Grades\n3.  Download the GB template, make som changes andf then try to import\n4.  Voila...stack trace.\n\nI believe this problem exists in the current GB.",Stack Trace when importing a GB with bracketed text in item Title,,,,
61d6a682f4d395ee22280a77,3600,"In Gradebook, when importing a GB that contains a User ID that is not a member of the site, an Alert message displays.  The word ""Alert"" overlaps the small red box containing the exclamation point (see attached screenshot).  To replicate:\n\n1.  In a course site with several users and a gradebook with several items, click Import theopen the Gradebook\n2.  Click Import Grades\n3.  Download the spreadsheet template\n4.  Add a new row with a userID, name and grade data for someone who is not a member of the site\n5.  Import the spreadsheet.  The alert message with the overlap will display.",Overlapping text in Alert Message when Importing Gradebook containing UserID who is not a site member,,,,
61d6a682f4d395ee22280a78,3600,* indicating required field should be red like in other tools.\nGradebook items > add,* for required filed should be red,,,,
61d6a682f4d395ee22280a79,7200,"In assignment2, an assig that has been created as a non-calc gb item.  When you click 'enter grade and comments' this is the thickbox that comes up.\n\n",Grading details thickbox for non-calc assignment in A2 doesn't display properly,,,,
61d6a682f4d395ee22280a7a,21600,"When importing item from .csv, only 50% of grades are imported, e.g., 1/2, 2/4, 4/7. Both mgonin and I encountered this problem.",GB import from spreadsheet seems to bring in only 50% of the grades,,,,
61d6a682f4d395ee22280a7c,14400,"From gradebook item list, click on an item to enter grades\nClick edit comments to open text boxes\nClick on next gradebook item\nNew page for the next assignment opens, with comments text boxes already opened. \nI would expect that this new page for a new item would have the option to ""edit comments""--the ""default view""\n\nIf you return to the list of items, and click on the item, the ""default view"" appears.",Edit Comments box expanded when it shouln't be,,,,
61d6a682f4d395ee22280a7d,10800,"Following Test Script: Points GB, with Categories and Weighting, in the Integration with Forums Section:\n\nSetup\nCreate a default gradebook item (released, included, calc)\nCreate forum and topic.  \nGo back to Gradebook and edit item; making it non-calc.\nGo back to forum and add new topic; select the Gradebook Item dropdown list - the gradebook item is not listed as non-calc.\n\n",Non-calc item not displaying correctly in Forum Drop Down List,,,,
61d6a682f4d395ee22280a7f,14400,"When entering grades for a gradebook item, enter a numeric value & hit return key (which I've seen faculty do by accident). A different gradebook item page opens and previous entered but not saved scores are lost. I would expect to stay on same page, even if scores are lost.","pts GB, problem when entering grades",,,,
61d6a682f4d395ee22280a80,14400,"In % GB with Categories, it's possible to filter on category name in the All Grades screen.  If I filter on category and then click a user name link to view the details for that user, the current screen simply refreshes instead of taking me to the Student Summary page.  To replicate:\n\n1.  Create a percentage GB with categories and add some test grade data.\n2.  Click All Grades\n3. Set the View menus to filter on a category name and wait for the screen to refresh.\n4.  Click a name in teh Student Name column.  This should take you to the Student Summary page, but instead it just refreshes the current page.","In % GB with Categories, Clicking User Name does not work in All Grades View if category filter is on.",,,,
61d6a682f4d395ee22280a85,3600,"On the Edit: Gradebook Item screen:\nIf 'release this item to students' is unchecked, then by default 'include this item in course grade calculations' should be unchecked and grayed out.\nNormally this works.\n\nBut here is the setup\nCreate an item and uncheck 'Release'.  you see the normal expected behavior (as above).\nSave the item. In the all grades screen the item displays correctly as not included, and not released.\nNow, click 'Edit'.\nYou see both checkboxes unchecked.  Here it is now possible to check 'include...' The system lets you save this.",Unreleased grade included in course grade calculation,,,,
61d6a682f4d395ee22280a8f,14400,"When you delete all grades in grade book setup, this does not delete course grade overriden grades",GB: Delete all grades does not delete course grade over-rides,,,,
61d6a682f4d395ee22280a90,7200,"The Student Summary page does not bracket the grade for the unassigned item, even though it is not included in course grade calculation.",Points Gradebook Student Summary View does not bracket Grade field for Unassigned Items,,,,
61d6a682f4d395ee22280a92,9000,"Following Test Script: Points GB, with Categories and Weighting, in the 'Import from Spreadsheet placeholder' section:\nFirst, try to import an item from a spreadsheet with > 8 characters.\nMake the item non-calculating and click submit.  You see the error message.\nWithout refreshing the tool or the page, immediately choose another item to import (I chose one with >2 decimal places.\nThe Import form has 'non-calculating item' already checked - it seems to remember this from the last import attempt.\nAlso, even though 'non-calc' is checked, the 'Gradebook Item Point Value' label and field are displayed.\n\nSee screencast at this URL: http://screencast.com/t/JXSe9Zcb\n","Importing Item after previous error, System does not reset 'non-calculating Item' checkbox",,,,
61d6a682f4d395ee22280a93,7200,"Following Test Script ""Points GB, with Categories and Weighting: 'Import from Spreadsheet placeholder' section\nWhen you import an item that has more than 8 characters, the error message says, For ""8"", you must enter a grade that is eight or fewer characters in length.\nThis should reference the column header (the title of the item).",Error Message in Import Item from spreadsheet references number instead of column header,,,,
61d6a682f4d395ee22280a95,7200,"Following Test Script ""Points GB, with Categories and Weighting"", after adding the three gradebook items, I noticed that the 2nd item (Test 2), does not retain the UNCHECKED status for 'releas this item to students'.  If you edit the item, 'release' is checked, and 'include this item...' is unchecked.\nSee the screencast at this URL: http://screencast.com/t/DYrgUN4tNbi",System does not remember Release status of Points GB Items,,,,
61d6a682f4d395ee22280a97,9000,"Hi Kristol,\n\nI have an idea for a simple UI change in Assignments (just a change to text labels) that would make creating an assignment more intuitive for percentage GB users.  I've attached a screenshot of the part of the UI that could be changed.\n\nProposed changes:\n\n\n*\nChange ""Points"" option in dropdown to ""Points or Percent"" (or even better, you could add another menu option  that says ""Percent"" that has the same result as the ""Points"" label )\n*\nChange instructions next to text field to ""For points enter maximum possible; for percent enter 100""\n\nNeither should require substantive changes to the application code, but they would make a big difference for users of the % GB.\n\n\n\nLynn\n",make the integration between Assignments and Gradebook easier for the users to use,,,,
61d6a682f4d395ee22280a98,14400,"If you create an assignment in Assignments tool and choose to add the assignment to a gradebook that is set to percentage, it automatically assigns relative weight value of 1 to the assignment regardless of what is entered in for points.  When you switch to point based gradebook, point value of 1 is still assigned to that assignment.  It should change to what was entered in when creating in Assignments tool.",Switching between point/percentage gradebook gives wrong points,,,,
61d6a682f4d395ee22280a99,14400,"refactor MC tool for GB non-cal development. This work is currently being done in a local branch, but I'm creating an issue in the Sakai JIRA that references it so it's tracked in 1 place \n\nhttps://uisapp2.iu.edu/jira/browse/ONC-632\n\n",refactor MC tool for GB non-cal development,,,,
61d6a682f4d395ee22280a9a,14400,"The design doc for non-calc GB specified the removal of the Course Grade column in the All grades view.    While it isn't used for calculations, instructors may still find it beneficial to see course grades they've assigned as well as the non-cacl grades in one place.   ",Design Change / Non-Calc GB's should still display course grade on non-calc screen,,,,
61d6a682f4d395ee22280a9f,5400,"When an assignments in original Assignments is added to a % gradebook, if you edit the item in the GB, the edit screen shows the item as worth 100 Points instead of GB Item Relative Weight (see screenshot).  Also, I'm not sure if you've implemented Kristol's integration design or not, but my understanding is that Assignments added to the GB are supposed to have a default relative weight of 1, not 100.  To replicate:\n\n1.  Create a % GB\n2.  Create an assignment in the original Assignments tool.\n3.  Return to the GB and edit the item.  ""GB Item Point Value"" should read ""GB Item Relative Weight""","When an assignment is added to a % GB, the resulting GB Item includes a reference to Points, not Relative Item Weight",,,,
61d6a682f4d395ee22280aa3,9000, The grade log should reflect the changing of the grade to null when the user opts to wipe out all saved gradebook data \nusing the 'Delete Existing Grades' button. \n\n\nThis is not occuring \n,Delete all grades / When all grades are deleted a null grade is not entered in the grade log,,,,
61d6a682f4d395ee22280aa5,14400,"In the spec on page 2 it says "" There should be an entry in the gradebook log that shows when the conversion takes place that says something to the effect of 'System converted gradebook to non-calculating'.""\n\n\nThis logging is not happening \n",noncalc / No log entries for grades converted ,,,,
61d6a682f4d395ee22280aa7,14400,"Upon reviewing the conversion for letter grades that had weighted categories, I am still seeing weights available for the categories. Please see FA07-BL-PHIL-P100-19897\n\n\nThe Non-calc GB does not supporting weighted categories so we are converting GB's into a configuration that is not supported.  I believe these gradebooks should be set to Categories/no weighting ",noncalc GB / Letter Grades with weighted categories conversion not accounted for,,,,
61d6a682f4d395ee22280aac,7200,"When you are in either Points or Percentages GB, the values for non-calc items do not have a ""()"" around them.","GB: Non-cal gradebook item values do not have a ""()"" around them in student view",,,,
61d6a682f4d395ee22280aae,28800,"It is possible to change the gradebook setup after grades are recorded.  When previously defined categories are removed, the gradebook items remain.  If new categories are set up, the gradebook items disappear, but the points associated with them remain.  No warning or error messages are given.  See the example below:\n\nI had set up my gradebook with categories and weighting and put a number of gradebook items in each category.  \nI entered grades for all of the gradebook items for the students in the course, so I could check the calculations.  \nI changed the gradebook setup to No Categories.  All of the items remained with their assigned grades.  The newly calculated grades (unweighted) were correct.\nI then changed the gradebook setup to categories with no weighting.  The gradebook items all disappeared, but each student's points are still there, and each student still has a course grade based on the gradebook items that I can't see anymore. \nAll this happened without any warning messages or error messages.\n","Changing Gradebook Setup causes gradebook items to disappear, but students' point totals remain",,,,
61d6a682f4d395ee22280ac0,10800,"In All Grades View, since we've taken out the 'Course Grades' column, we need to change from freezing the first 3 columns to freezing just the first 2.","In All Grades view, the first 3 columns are frozen, but it should be just the first 2",,,,
61d6a682f4d395ee22280ac1,10800,"In testing script 'Non-calculating GB, no categories, it says that in All Grades view, grades should not display in ().  But they do display in ()","Grades in Non-calc GB, All Grades view, DO show in brackets",,,,
61d6a682f4d395ee22280ace,10800,"In a Non-calc (eg. Letter) grades setup, after an instructor has created and graded a gradebook item, the student does not see the grades set by the instructor.\nSee screencast at this URL: http://screencast.com/t/NPQ3Q6uhmc6\n\n",Student View does not show grades set by instructor,,,,
61d6a682f4d395ee22280afc,7200,Site ID:FA08-IN-UITS-PRAC-C8448\nGradebook setup as Letter Grades (non-calc).  Went through and graded all gradebook items with various text.  All items are set to be viewable by the students.  Clicked on a student's name as an instructor and view that particular student's grades.  Tested both a regular account (octest2) and a guest account (awid99@gmail.com).  For both of the previously mentioned students I clicked on the 'Aaron Widner's View of Grades' and they appear blank.  No grades.,non-calc gradebook / grades do now show in student view and for logged in students,,,,
