issuekey,storypoint,description,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b377,14400,"Currently ""EResourceImpl"" does not implement XResource, and thus fail to look up the UUID. Lack of this creates a Stack Over Flow, it it tries to find the id using the URL fragment and calls itself. To get over the hump, I putting in the interface on the object and returning null, however the implementation is still due.","""EResourceImpl"" class must implement ""XResource"" interface",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b3a1,3600,"This problem is shown when creating a Web Service as Relational Model with a style of Document - Literal.  This is the default property value.\n\njava.lang.Exception: The value ""Document - Literal"" is not valid for property ""EncodingStyle.""",Exception is produced when a binding property is set to its default value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b402,600,"Name in source now seems required for all columns, and the WSDL to Relational Importer has never that this on input columns.",WSDL to Relational Importer needs to set Name in source for input columns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b41a,3600,"If you import a WSDL from the filesystem and there is spaces in the path, %20 ends up in the path and the WSDL cannot be found by the validator.",WSDL to Relational Importer is putting %20 in path when importing from the filesystem on Linux.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b46e,57600,"Logging seems to be completely broken in the Designer.  When I logged a message it did not seem to show up anywhere. Also, the frame work seems to be converting back and forth between status and log message types un-necessarily. \n\n1) Federate Logging has been refactored, so all logging in there will use LogManager. There should be no use of LogManager in the Designer code., nor the use of the MessageLevels used in the LogManager.\n2) Designer possible should only use the IStatus based logging, at least the interfaces should only accept those.\n3) Any conversion to  ""Message"" needs to happen internally at the time of logging.",Logging seems be broken completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b471,230400,With Designer being delivered as an Eclipse add-on plugin set (via update-site) we don't have a story yet on how the config directory and accompanying FunctionDefinitions.xmi model will be delivered and how the Designer will interact with it.,Create open-source delivery of Designer's config/FunctionDefinitions.xmi model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b479,144000,Eclipse's GEF AbstractGraphicalEditPart.addTargetConnection() & addSourceConnection() were changed since Eclipse 3.1.2 timeframe to include calls to remove the connection if it already exists.\n\nInitial/temp fix was to override these latest methods in AbstractDefaultEditPart to revert to 3.1.2 GEF code.\n\nWe need to investigate and adapt to the new/changed GEF connection framework and behavior,Upgrade Designer's connection framework to latest GEF behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4eb,1800,"We need to read the Flat file from Google storage(bucket). so that we are following the steps mention in this ticket  TEIID-5940"".\n\nSo it is mentioned that we will have to make web service data source and will have to configure google credentials into it. \n\nSo to create a datasource below steps has been provided but getting and error in final step.\n\nRefered below URL for steps.\n\n[http://teiid.github.io/teiid-documents/master/content/admin/OAuth_Authentication_With_REST_Based_Services.html]\n\n \n\nC:\Softwares\teiid-wildfly-14.0.0-server1\teiid-14.0.0\bin>teiid-oauth-util.bat\nSelect type of OAuth authentication\n1) OAuth 1.0A\n2) OAuth 2.0\n3) OAuth 2.0 - Facebook\n\n2\n=== OAuth 2.0 Workflow ===\n\nEnter the Client ID = dfgfdg-dfgdfg.apps.googleusercontent.com\n\nEnter the Client Secret = dfgd-obggh_unnng_SDD\n\nEnter the User Authorization URL = https://accounts.google.com/o/oauth2/auth\n\nEnter scope (hit enter for none) = profile\n\nEnter callback URL (default: urn:ietf:wg:oauth:2.0:oob) =\n\nCut & Paste the URL in a web browser, and Authticate\nAuthorize URL = https://accounts.google.com/o/oauth2/auth?client_id=fdfdsfdsdfsdfsdf\n\nEnter Token Secret (Auth Code, Pin) from previous step = 4/2QdsfdsfEZvSxCK5yEPNJCYcbdsfsd\n\nEnter the Access Token URL = https://www.googleapis.com/oauth2/v3/token\n\nJul 30, 2020 5:29:04 PM org.apache.cxf.configuration.jsse.SSLUtils loadDefaultKeyManagers\nWARNING: Default key managers cannot be initialized: Password must not be null\njava.security.UnrecoverableKeyException: Password must not be null\n at sun.security.provider.JavaKeyStore.engineGetKey(JavaKeyStore.java:124)\n at sun.security.provider.JavaKeyStore$JKS.engineGetKey(JavaKeyStore.java:55)\n at java.security.KeyStore.getKey(KeyStore.java:1011)\n at sun.security.ssl.SunX509KeyManagerImpl.<init>(SunX509KeyManagerImpl.java:133)\n at sun.security.ssl.KeyManagerFactoryImpl$SunX509.engineInit(KeyManagerFactoryImpl.java:70)\n at javax.net.ssl.KeyManagerFactory.init(KeyManagerFactory.java:256)\n at org.apache.cxf.configuration.jsse.SSLUtils.loadDefaultKeyManagers(SSLUtils.java:116)\n at org.apache.cxf.configuration.jsse.SSLUtils.getDefaultKeyStoreManagers(SSLUtils.java:89)\n at org.apache.cxf.transport.https.SSLUtils.getSSLContext(SSLUtils.java:75)\n at org.apache.cxf.transport.https.HttpsURLConnectionFactory.decorateWithTLS(HttpsURLConnectionFactory.java:144)\n at org.apache.cxf.transport.https.HttpsURLConnectionFactory.createConnection(HttpsURLConnectionFactory.java:101\n at org.apache.cxf.transport.http.URLConnectionHTTPConduit.createConnection(URLConnectionHTTPConduit.java:121)\n at org.apache.cxf.transport.http.URLConnectionHTTPConduit.setupConnection(URLConnectionHTTPConduit.java:125)\n at org.apache.cxf.transport.http.asyncclient.AsyncHTTPConduit.setupConnection(AsyncHTTPConduit.java:190)\n at org.apache.cxf.transport.http.HTTPConduit.prepare(HTTPConduit.java:505)\n at org.apache.cxf.interceptor.MessageSenderInterceptor.handleMessage(MessageSenderInterceptor.java:47)\n at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:308)\n at org.apache.cxf.jaxrs.client.AbstractClient.doRunInterceptorChain(AbstractClient.java:701)\n at org.apache.cxf.jaxrs.client.WebClient.doChainedInvocation(WebClient.java:1086)\n at org.apache.cxf.jaxrs.client.WebClient.doInvoke(WebClient.java:932)\n at org.apache.cxf.jaxrs.client.WebClient.doInvoke(WebClient.java:901)\n at org.apache.cxf.jaxrs.client.WebClient.form(WebClient.java:434)\n at org.apache.cxf.rs.security.oauth2.client.OAuthClientUtils.getAccessToken(OAuthClientUtils.java:301)\n at org.apache.cxf.rs.security.oauth2.client.OAuthClientUtils.getAccessToken(OAuthClientUtils.java:225)\n at org.teiid.oauth.OAuthUtil.oauth20Flow(OAuthUtil.java:158)\n at org.teiid.oauth.OAuthUtil.main(OAuthUtil.java:76)\n at org.jboss.modules.Module.run(Module.java:352)\n at org.jboss.modules.Module.run(Module.java:320)\n at org.jboss.modules.Main.main(Main.java:593)\n\nException in thread ""main"" java.lang.NoClassDefFoundError: org/apache/cxf/jaxrs/json/basic/JsonMapObjectReaderWriter\n at org.apache.cxf.rs.security.oauth2.provider.OAuthJSONProvider.readJSONResponse(OAuthJSONProvider.java:307)\n at org.apache.cxf.rs.security.oauth2.client.OAuthClientUtils.getAccessToken(OAuthClientUtils.java:306)\n at org.apache.cxf.rs.security.oauth2.client.OAuthClientUtils.getAccessToken(OAuthClientUtils.java:225)\n at org.teiid.oauth.OAuthUtil.oauth20Flow(OAuthUtil.java:158)\n at org.teiid.oauth.OAuthUtil.main(OAuthUtil.java:76)\n at org.jboss.modules.Module.run(Module.java:352)\n at org.jboss.modules.Module.run(Module.java:320)\n at org.jboss.modules.Main.main(Main.java:593)\nCaused by: java.lang.ClassNotFoundException: org.apache.cxf.jaxrs.json.basic.JsonMapObjectReaderWriter from [Module ""or\n0.0\modules,C:\Softwares\teiid-wildfly-14.0.0-server1\teiid-14.0.0\modules\system\layers\dv,C:\Softwares\teiid-wildfly-\n at org.jboss.modules.ModuleClassLoader.findClass(ModuleClassLoader.java:255)\n at org.jboss.modules.ConcurrentClassLoader.performLoadClassUnchecked(ConcurrentClassLoader.java:410)\n at org.jboss.modules.ConcurrentClassLoader.performLoadClass(ConcurrentClassLoader.java:398)\n at org.jboss.modules.ConcurrentClassLoader.loadClass(ConcurrentClassLoader.java:116)\n ... 8 more\nPress any key to continue . . .",Getting and error while configuring oAuth2 with Teiid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4ec,288000,DynamoDB support should logically follow from our simpledb support - which is now mostly out of date.,Add Dynamo DB Connector in TEIID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4ee,1800,"In looking at TEIID-5873 I could see that we weren't checking for visibility when building navigations. So if an entity is not visible, but is on the other side of a foreign key from an entity that is, we'll throw an npe rather than simply not adding the navigations.",OData visible metadata can lead to npe building metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4ef,21600,"Virtual functions defined purely in ddl can be  inlined under a given set of circumstances.\n\nIt should be driven/controlled by a hint/option - never inline, aways inline, or only inline after pushdown (similar to our handling of things like concat2 where it's best to pushdown the original function rather than the compensation).\nthe static analysis of whether the function can be inlined should be done only once - that it's just a return statement with an expression. The parameter expressions would need to be checked to see if anything is non-deterministic (or probably if it contains subcommands) and to disallow the inlining if the parameter is used multiple times in the expression (which could also be determined ahead of time). The rewrite could then handle the appropriate expression mapping.",Support virtual function inlining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4f2,3600,"OLINGO-1294 to support multiple interior rings was committed a while ago, but I didn't follow up with the changes to Teiid.",Update olingo polygon support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4f3,1800,See https://github.com/teiid/teiid/issues/1315 the modules are not setup correctly to allow for direct references to jts classes in olingo.,ClassNotFound using geo values through WildFly odata4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4f4,3600,"Related to TEIID-5943 which only addressed the problem for admin sql calls, the visibility rules when hidden metadata is not resolvable prevent the mvn status function sql from seeing hidden schema.  This is because the mvn status function and the embedded connection are running in the context of the user query.",Status table not found in mvn status function when schema is hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4f6,3600,We should do a better job of directing what pages are crawled.  I added a robots.txt to prevent the crawling of legacy.  Something similar should be added for teiid.github.com to allow only the crawling of master.,Add robots.txt to better crawl content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4f8,9000,"A query such as ""select FirstName, ROW_ID from Sheet1 where ROW_ID != 15 LIMIT 1,3"" against the test names.xls will produce 2 rows as a result when 3 are expected.  This is because the row limit and where predicate are applied conjunctively, rather than the limit on top of the predicate result.",Excel limit combined with predicates can produce wrong results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b4fc,3600,"In testing TEIIDSB-213 I can see that a query such as:\n\nselect a1.id from Account a1 inner join account a2 on a1.parentid = a2.id\n\nactually returns results, but no are expected.\n\nWhereas \n\nselect a1.id from Account a1 where a1.parentid is not null\n\nreturns no results as expected",Plan with join removal returns unexpected values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b503,9000,"Links in the docs, such as https://docs.jboss.org/author/display/WFLY10/DataSource+configuration now point to a generic legacy page rather than actual content.  Most if not all such links in our docs will need updated.",Wildfly docs.jboss.org urls no longer point to older content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b505,5400,"If we have both a virtual schema and a source schema function with the same name, f1, then issuing a query like:\n\nselect v.f1()... \n\nwill always report that v.f1 is ambiguous because in the resolving of the function the logic at one point disregards the schema.",virtual function with same name as source function is always ambiguous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b50a,1800,"A jboss logging dependency is missing from the infinispan resource adapter.  I'm not sure when this started, so I'll check against 13/14 as well.",infinispan resource adapter fails to load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b50c,9000,"While creating a XA-Datasource using admin Api, enabled=""true"" paramter is not set and is not visible in standalone-teiid.xml, have to add it manually.\n\n \n\nBecause of this flag not set, connection pooling is not working and teiid is creating more connections than max-pool-size mentioned",enabled=true flag not visible in xa-datasource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b50e,14400,"In the specified example, the delimiter is TAB. Many web APIs allow customization of the delimiter character, and in order to provide a generic parser, sometimes it is way easier to define a delimiter as a variable, and not need to create a long nested structure with IF-THEN-ELSE-IF-ELSE constructs:\n{code:sql}\nSelect * From TextTable (\n	'c1	c2\n1	2'\n	Columns\n		c1 integer,\n		c2 integer\n	Delimiter E'\t'\n	Header 1\n)x;\n{code}\nImagine that based on setup on API side (out of our control) the content can be delivered via tab or semicolon, e.g.\n{code}\nc1;c2\n1;2\n{code}\nor\n{code}\nc1	c2\n1	2\n{code}\n\nLet's save this response into a variable and see the code, which we will need to write depending on the setup:\n{code:sql}\nBegin\n    ...\n    If (delimiter = 'tab')\n    Begin\n        Select * From TextTable (\n            apiResponse\n            Columns\n                c1 integer,\n                c2 integer\n            Delimiter E'\t'\n            Header 1\n        )x;\n    End\n    Else If (delimiter = 'tab')\n    Begin\n        Select * From TextTable (\n            apiResponse\n            Columns\n                c1 integer,\n                c2 integer\n            Delimiter ';'\n            Header 1\n        )x;\n    End\nEnd\n{code}\n\nThe if-else block is constantly growing, especially if we want to customize quote, escape, delimiter, and row delimiter.\nThus it would be great if we could make these values configurable. In this case, we could end up with this expected code, which is more readable and more easily customizable:\n{code:sql}\nBegin\n    ...\n    Declare string delimiter = E'\t';\n    Select * From TextTable (\n        apiResponse\n        Columns\n            c1 integer,\n            c2 integer\n        Delimiter delimiter\n        Header 1\n    )x;\nEnd\n{code}\n\nWith a bit of tweaking and certain assumptions, leading in the trust level, we can even read the first line and try to auto-detect the delimiter automatically (e.g. by counting tabs, commas, and semicolons in the first line).\n\nPlease, could you be so kind as to make HEADER and SKIP values customizable (rather than hardcoded numbers)?","Allow variables to be used as TextTable delimeters, row delimeters, quote, header, skip rows, and escape characters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b510,5400,"When we started teiid spring boot app, we have long start time.",Teiid using all typeInfo takes too long from PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4ab8df4d395ee2208b511,900,"We had two incidents in our experimental service with teiid spring boot app. When Salesforce is down to 20min and service with teiid trying to call SQL from Salesforce we have many threads in tomcat server (in spring boot app). Then when 200 threads is activated service do not reply to requests because is ""max threads"" in tomcat of service.\n\nWhy teiid do not send response as ""Salesforce is down - error"" or connection timeout?\n\nMicro schema:\nHTTP Requests to REST api -> Teiid spring boot app -> {broken 20min}Salesforce",Teiid locks many threads when Salesforce is disconnected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
