_id,id,fields.timeestimate,fields.description
61d42332f4d395ee220025eb,65120,14400,We are unable to to use this plugin because we have secured environment (use of HTTP AUTH or client certificates). IntelliJ Connector is unable to work with that.\n\nIt is going into 401 Authorization required.\n\nFor example Teamcity plugin has no problem with that.
61d42332f4d395ee22002754,66084,21600,http://skitch.com/ephwong/bdgt6/atlassian-bamboo-components-opt-dev-src-atlassian-bamboo-trunk-2-components-bamboo-core-src-main-java-com-atlassian-bamboo-build-globalsubstitutionbeanimpl.java-intellij-idea-8.0.1
61d42332f4d395ee22002764,66554,12300,"No message\njava.lang.NullPointerException\n	at com.atlassian.theplugin.crucible.model.CrucibleReviewListModelImpl.addReviewToCategory(CrucibleReviewListModelImpl.java:139)\n	at com.atlassian.theplugin.crucible.model.CrucibleReviewListModelImpl.updateReviews(CrucibleReviewListModelImpl.java:222)\n	at com.atlassian.theplugin.crucible.model.CrucibleReviewListModelImpl$1.run(CrucibleReviewListModelImpl.java:86)\n	at com.intellij.openapi.application.impl.LaterInvocator$FlushQueue.run(LaterInvocator.java:27)\n	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:209)\n	at java.awt.EventQueue.dispatchEvent(EventQueue.java:597)\n	at com.intellij.ide.IdeEventQueue.c(IdeEventQueue.java:35)\n	at com.intellij.ide.IdeEventQueue.b(IdeEventQueue.java:99)\n	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:217)\n	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:273)\n	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:183)\n	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:173)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:168)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:160)\n	at java.awt.EventDispatchThread.run(EventDispatchThread.java:121)\n\nAfter is occurred for the first time it came back several time, until I shut down IDEA.\nIt seems to be some recent regression"
61d42332f4d395ee220028d8,65451,108000,"If I have just committed some work for a particular issue and provided the issue key in my commit message. I want the plugin to then highlight, or present me with some options for dealing with this issue... e.g.\n\n1) I want to see it in the JIRA tab to transition its state\n2) I want to see it in the CRUCIBLE tab, because all changes need a review, right?\n\nIdeally, before I even commit my change, ThePlugin could pre-populate the commit message with any issue that is currently ""In Progress"".\n\nThis may already be planned or on the roadmap, but who reads documentation anyway?"
61d42332f4d395ee220028f6,65643,43200,"I just navigated with Alt+N to a class, selected a few lines and clicked on Alt+C to add a new review:\n\nArgument 1 for @NotNull parameter of com/atlassian/theplugin/idea/crucible/CrucibleHelper.getMetricsForReview must not be null\njava.lang.IllegalArgumentException: Argument 1 for @NotNull parameter of com/atlassian/theplugin/idea/crucible/CrucibleHelper.getMetricsForReview must not be null\n	at com.atlassian.theplugin.idea.crucible.CrucibleHelper.getMetricsForReview(CrucibleHelper.java)\n	at com.atlassian.theplugin.idea.CrucibleReviewWindow$MyAgent$5.run(CrucibleReviewWindow.java:240)\n	at com.intellij.openapi.application.impl.LaterInvocator$FlushQueue.run(LaterInvocator.java:16)\n	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:209)\n	at java.awt.EventQueue.dispatchEvent(EventQueue.java:597)\n	at com.intellij.ide.IdeEventQueue.c(IdeEventQueue.java:146)\n	at com.intellij.ide.IdeEventQueue.b(IdeEventQueue.java:63)\n	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:87)\n	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:273)\n	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:183)\n	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:173)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:168)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:160)\n	at java.awt.EventDispatchThread.run(EventDispatchThread.java:121)\n\n"
61d42332f4d395ee2200291c,65565,14400,{noformat}\nArgument 1 for @NotNull parameter of com/intellij/openapi/diff/FileContent.<init> must not be null\njava.lang.IllegalArgumentException: Argument 1 for @NotNull parameter of com/intellij/openapi/diff/FileContent.<init> must not be null\n	at com.intellij.openapi.diff.FileContent.<init>(FileContent.java)\n	at com.atlassian.theplugin.idea.crucible.CrucibleHelper$2.run(CrucibleHelper.java:128)\n	at com.atlassian.theplugin.idea.VcsIdeaHelper$FetchingTwoFilesTask.onSuccess(VcsIdeaHelper.java:449)\n	at com.intellij.openapi.progress.impl.ProgressManagerImpl$6$2.run(ProgressManagerImpl.java:2)\n	at com.intellij.openapi.application.impl.LaterInvocator$FlushQueue.run(LaterInvocator.java:16)\n	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:209)\n	at java.awt.EventQueue.dispatchEvent(EventQueue.java:461)\n	at com.intellij.ide.IdeEventQueue.c(IdeEventQueue.java:146)\n	at com.intellij.ide.IdeEventQueue.b(IdeEventQueue.java:63)\n	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:87)\n	at java.awt.EventDispatchThread.pumpOneEventForHierarchy(EventDispatchThread.java:269)\n	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:190)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:184)\n	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:176)\n	at java.awt.EventDispatchThread.run(EventDispatchThread.java:110)\n{noformat}\n\nWe should do the same thing as IDEA and show the entire file against a blank file
61d42332f4d395ee22002958,66361,54000,Now all actions assume that the first Crucible sever on the list is the one to use.\n
61d42332f4d395ee22002959,64506,7200,Instead user sees some invalid URL (two URL-s concatenated).
61d42332f4d395ee22002c10,49118,43200,These information should be added once a request is verified to be a valid OAuth request.\n-2lo or 3lo\n-signature method\n-if it's an impersonated request\n-granted scopes (when scopes become available
61d42332f4d395ee22002c13,48571,64800,"Currently our OAuth implementation can only be configured as on/off.\r\nStarting from the inclusion of 2LO, there will be more options to set. For example, we might want to turn on/off 2LO or the impersonation mode of it. Basic scopes are also to be setup through the UI. This means we need a way to configure our OAuth link.\r\n\r\nWe will need OAuthConfigurator which provides API for AppLink plugin to turn on/off or configure OAuth features.\r\n\r\nThe API might work similar to the existing TrustedAppConfigurator."
61d42332f4d395ee22002c14,48475,129600,The remoteapps source code: https://bitbucket.org/mrdon/remoteapps-plugin.git\r\nPlease look at ApiScopingFilter\r\n\r\n- Cleanup the API\r\n- Add Request Object into the API (Requested by Don B.)\r\n- APIScope must be extensible through declaration as certain type in atlassian-plugin\r\n- Excluding product-specific ApiScope implementations\r\n- Write tests \r\n\r\n
61d42332f4d395ee22002c15,48474,86400,"The remoteapps source code: https://bitbucket.org/mrdon/remoteapps-plugin.git\nMainly we will need both OAuth2LOFilter + OAuth2LOAuthenticator. OAuth2LOAuthenticator should become another layer or delegate which operates in conjunction with the existing OauthAuthenticator. We must be able to turn it on/off via API.\n\nImpersonation Support\n- The request will impersonate the user as specified in the request.\n- The user_id param will be better prefixed.\n- This support can be turned on/off.\n\nExecute As Support\n- will have to be able to specify ""Execute As"" user from the API\n- This support can be turned on/off"
61d42332f4d395ee22002c1d,46399,3600,"In OAUTH-238, I've set WebClient to behave like FireFox because some tests were failing. Once AJS-808 is resolved, we can switch back to the default behaviour (see CR-OAUTH-171) and just check all tests pass."
61d42332f4d395ee22002c36,41281,3600,"Some of the keys in {{service-provider-plugin/src/main/resources/com/atlassian/oauth/serviceprovider/internal/i18n_en_US.properties}} differ from {{service-provider-plugin/src/main/resources/com/atlassian/oauth/serviceprovider/internal/i18n.properties}}.\n\nIn particular the following keys should not have ""user"" in them:\n  * {{com.atlassian.oauth.serviceprovider.user.access.tokens.title}}\n  * {{com.atlassian.oauth.serviceprovider.user.access.tokens.description}}\n\nThe other languages need to be fixed up as well."
61d42332f4d395ee22002c37,41280,3600,"Some i18n keys were changed in OAuth 1.3.0, however, the access-tokens.vm page still uses the old i18n keys.\n\n{code}\n<title>$i18n.getText(""com.atlassian.oauth.serviceprovider.user.access.tokens.title"")</title>\n{code}\n\nshould be changed to\n{code}\n<title>$i18n.getText(""com.atlassian.oauth.serviceprovider.access.tokens.title"")</title>\n{code}\n\nand\n\n{code}\n<meta name=""tab"" content=""oauth.service.provider.user.access.tokens"">\n{code}\n\nshould be changed to\n{code}\n<meta name=""tab"" content=""oauth.service.provider.access.tokens"">\n{code}"
61d42332f4d395ee22002c3c,40604,10800,"see https://extranet.atlassian.com/display/INTEGRATION/OAuth+Homogenous+UX+Functional+Spec#OAuthHomogenousUXFunctionalSpec-Updatedadminconsolelayout\n\nAnd also:\n{quote}\nOn advice from Ben Buchannan from front end, the two ways to get favicons are:\n - from the root domain\n   the most popular format, as logs will be spammed if there isn't a\nfavicon.ico in the root domain, e.g. www.google.com/favicon.ico . The\nformat dictates that the file name should be favicon.ico in order for\nit to display properly\n - in the meta tags, as either:\n\n<link rel=""shortcut icon""\n href=""http://google.com/myicon.ico""/>\n\n<link rel=""icon""\n type=""image/vnd.microsoft.icon""\n href=""http://google.com/image.ico""/>\n\n<link rel=""icon"" type=""image/png""\n href=""http://example.com/image.png""/>\n\nor\n\n<link rel=""icon"" type=""image/gif""\n href=""http://example.com/image.gif""/>\n\nThe root domain should be checked before diving into meta tags, and if\nneither of the methods work, then we can just provide a default icon.\n{quote}"
61d42332f4d395ee22002c3d,40400,36000,"Implementing OAUTH-202 raised some questions about whether it was in fact a good idea:\n * The current implementation, which involves posting from a form that is generated by the OAuth plugin directly to the host application's login servlet, isn't robust since apps may change their login behavior.\n * We could use the SAL Authenticator interface to validate the username/password programmatically instead. BUT...\n * ...doing so may be a security risk, since it bypasses the apps' handling of login failures (forcing captcha after repeated failures, etc.).\n\nAssuming we don't want to completely reimplement the captcha/lockout logic within the OAuth plugin, this implies that we should undo the OAUTH-202 changes. In that case, it would be nice to at least make it possible for the app's login form to show some additional explanatory text when it's in the context of an OAuth request."
61d42332f4d395ee22002c3e,40171,43200,Currently the poms all use maven-refapp-plugin instead of maven-amps-plugin - makes manual testing in different products needlessly difficult.
61d42332f4d395ee22002c50,30478,7200,"In AppLinks we store a RPC URL and display URL for every application link and we use the RPC url for getting the request and access token, the display URL is used to authorize, because the user has to perform this operation through his/her browser.\n\nIn AppLinks we faced a problem when OAuth reported our signature as invalid, because we used a different URL to sign the request than the application's base URL.\nI think it might be better if the AccessTokenServlet, RequestTokenServlet and AuthorizeServlet use the request URL when validation the signature.\n\nThe general oauth request authentication uses also the request URL. \n\nThe OAuth specification says this:\nhttp://oauth.net/core/1.0/#anchor14\n""If the absolute request URL is not available to the Service Provider (it is always available to the Consumer), it can be constructed by combining the scheme being used, the HTTP Host header, and the relative HTTP request URL. If the Host header is not available, the Service Provider SHOULD use the host name communicated to the Consumer in the documentation or other means.\n\nAccording to this the host header should always take precedence and if it's not available we can fallback to the application's base url."
61d42332f4d395ee22002c51,30477,10800,"The PluginSettingsConsumerTokenStore causes a NPE if, the last consumer token for a consumer is deleted.\nThe method getTokensForConsumer() incorrectly returns a Set with one entry which is an empty string if no consumer tokens are stored.\nWhen creating a map containing all consumer token and their keys in getConsumerTokens() a NPE occurs.\n\nInitially when no tokens are stored getTokensForConsumer() returns correctly an empty set.\n\n\n [java] Caused by: java.lang.NullPointerException\n     [java] 	at com.google.common.base.Preconditions.checkNotNull(Preconditions.java:180)\n     [java] 	at com.google.common.collect.ImmutableMap.entryOf(ImmutableMap.java:135)\n     [java] 	at com.google.common.collect.ImmutableMap.copyOf(ImmutableMap.java:241)\n     [java] 	at com.atlassian.oauth.consumer.sal.PluginSettingsConsumerTokenStore.getConsumerTokens(PluginSettingsConsumerTokenStore.java:112)"
61d42332f4d395ee22002c56,28001,7200,It probably should not be displayed for non-sysadmins.\n\nSee also JST-2504
61d42332f4d395ee22002c5a,25235,14400,"Scenario:\nAdded ""OAuth Consumer"" entry using administrative account bambooadmin, then bambooadmin account was removed and I've tried to remove the ""OAuth Consumer"" entry logged in as ""admin"" (another account with administrative privileges).\n\nCurrently {{BambooSalUserManager.resolve(String)}} returns {{null}} if user cannot be found. I wonder if throwing an exception would make {{PluginSettingsServiceProviderTokenStore.get(String)}} behave correctly but from the quick code analysis it looks like I'd be getting {{throw new InvalidTokenException(""Unknown user bambooadmin"", e);}}\n\nHere comes a meaningful part of stacktrace (complete stack trace to be seen here http://jira.atlassian.com/browse/BAM-5204):\n\njava.lang.NullPointerException: user must be set for access tokens\nat com.atlassian.oauth.util.Check.notNull(Check.java:37)\nat com.atlassian.oauth.serviceprovider.ServiceProviderToken.<init>(ServiceProviderToken.java:89)\nat com.atlassian.oauth.serviceprovider.ServiceProviderToken.<init>(ServiceProviderToken.java:64)\nat com.atlassian.oauth.serviceprovider.ServiceProviderToken$ServiceProviderTokenBuilder.build(ServiceProviderToken.java:504)\nat com.atlassian.oauth.serviceprovider.sal.PluginSettingsServiceProviderTokenStore.get(PluginSettingsServiceProviderTokenStore.java:86)\nat com.atlassian.oauth.serviceprovider.sal.PluginSettingsServiceProviderTokenStore$KeyToToken.apply(PluginSettingsServiceProviderTokenStore.java:162)\nat com.atlassian.oauth.serviceprovider.sal.PluginSettingsServiceProviderTokenStore$KeyToToken.apply(PluginSettingsServiceProviderTokenStore.java:158)\nat com.google.common.collect.Iterators$8.next(Iterators.java:667)\nat com.atlassian.oauth.serviceprovider.sal.PluginSettingsServiceProviderTokenStore.removeByConsumer(PluginSettingsServiceProviderTokenStore.java:147)\nat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\nat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)\nat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)\nat java.lang.reflect.Method.invoke(Method.java:592)\nat org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:307)\nat org.springframework.osgi.service.importer.support.internal.aop.ServiceInvoker.doInvoke(ServiceInvoker.java:58)\nat org.springframework.osgi.service.importer.support.internal.aop.ServiceInvoker.invoke(ServiceInvoker.java:62)\nat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)\nat org.springframework.aop.support.DelegatingIntroductionInterceptor.doProceed(DelegatingIntroductionInterceptor.java:131)\nat org.springframework.aop.support.DelegatingIntroductionInterceptor.invoke(DelegatingIntroductionInterceptor.java:119)\nat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)\nat org.springframework.osgi.service.util.internal.aop.ServiceTCCLInterceptor.invokeUnprivileged(ServiceTCCLInterceptor.java:56)\nat org.springframework.osgi.service.util.internal.aop.ServiceTCCLInterceptor.invoke(ServiceTCCLInterceptor.java:39)\nat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)\nat org.springframework.osgi.service.importer.support.LocalBundleContextAdvice.invoke(LocalBundleContextAdvice.java:59)\nat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)\nat org.springframework.aop.support.DelegatingIntroductionInterceptor.doProceed(DelegatingIntroductionInterceptor.java:131)\nat org.springframework.aop.support.DelegatingIntroductionInterceptor.invoke(DelegatingIntroductionInterceptor.java:119)\nat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)\nat org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:204)\nat $Proxy145.removeByConsumer(Unknown Source)\nat com.atlassian.oauth.admin.serviceprovider.ListConsumersServlet.doRestrictedPost(ListConsumersServlet.java:56)"
61d42332f4d395ee22002c5c,24294,7200,"The 'View OAuth Access Tokens' table has (what appears to be now) an incorrectly-labelled column name.\n\nAs far as I'm aware, these column headings are coded in one of the OAuth plugin components. However, the information they display is/can be determined by the Atlassian application in which these OAuth plugin complements are implemented. If this is true, then the following issue has arisen:\n\nThe first column 'Consumers', may originally have been intended to show the name of the consumer application to which the OAuth access token had been sent. I presume this is the consumer app. on which a gadget would have been added. However, this is not the information that's currently being shown on the 'View OAuth Access Tokens' screen in Confluence 3.1 and JIRA 4.0. Instead, both these applications show the actual name of the gadget in this column.\n\nIMHO, showing the gadget name is better as it provides the user with more information about a given access token. The adjacent 'Consumer Description' column provides the necessary information about the consumer to which the access token was sent. Hence, it seems unnecessary to duplicate this info. with a 'Consumers' column. Furthermore, showing the consumer name as opposed to the gadget name makes it difficult to distinguish which access token belongs to which gadget when multiple different gadgets from one service provider have been added to a specific consumer app.\n\nHence, because of the implementation of this OAuth plugin component in JIRA 4.0 and Confluence 3.1, could we change the first column name from 'Consumers' to 'Gadgets'?\n\nI suspect that when Atlassian extends the application of OAuth beyond the scope of gadgets, we could look at changing the column name from 'Gadgets' to 'Gadgets or Applications', but 'Gadgets' is probably sufficient (and less confusing) for the time-being.\n"
61d42332f4d395ee22002c75,22738,7200,Andreas and I paired on getting everything looking tidy in JIRA with the new admin plugin
61d42332f4d395ee22002c7f,22589,3600,Need to remove defined width
61d42332f4d395ee22002c87,22498,3600,Now with added CSS!
61d42332f4d395ee22002cab,21614,14400,"If you enter a url like:\nhttp://localhost:8090\n\nYou'll get this stack trace:\n{noformat}\njava.lang.IllegalArgumentException: Invalid uri 'http://localhost:8090plugins/servlet/oauth/consumer-info': invalid port number\n	at org.apache.commons.httpclient.HttpMethodBase.<init>(HttpMethodBase.java:219)\n	at org.apache.commons.httpclient.methods.GetMethod.<init>(GetMethod.java:88)\n	at com.atlassian.sal.core.net.HttpClientRequest.makeMethod(HttpClientRequest.java:376)\n	at com.atlassian.sal.core.net.HttpClientRequest.execute(HttpClientRequest.java:232)\n	at com.atlassian.oauth.serviceprovider.internal.servlet.admin.AddConsumerByUrlServlet.fetchConsumerInformation(AddConsumerByUrlServlet.java:120)\n	at com.atlassian.oauth.serviceprovider.internal.servlet.admin.AddConsumerByUrlServlet.doRestrictedPost(AddConsumerByUrlServlet.java:88)\n	at com.atlassian.oauth.shared.servlet.AbstractAdminServlet.doPost(AbstractAdminServlet.java:62)\n	at javax.servlet.http.HttpServlet.service(HttpServlet.java:709)\n....\n{noformat}\n\nAlso, if you enter an invalid url (for example http://localhost:8090/ when it should be http://localhost:8090/jira)  you simply get ""Server responded with an error"" at the top of the page.  It should be red and under the URL field like all the other form validation errors.\n\nFinally adding a consumer by adding information manually is missing some i18n keys:\n* missing.key\n* missing.name\n\nThese are not translated when submitting an empty form."
61d42332f4d395ee22002cb3,21423,14400,I'm not sure about the best way to do this.  Maybe a separate store specifically for the host consumer information?
61d42332f4d395ee22002cb4,21422,43200,"It's still in draft form, but it seems to be close to completion. http://oauth.googlecode.com/svn/spec/core/1.0a/drafts/3/oauth-core-1_0a.html"
61d42332f4d395ee22002cd9,20782,7200,"A button or link on the page for ""cancel"" - or maybe  ""return to consumers list""  So there is two way navigation between these pages"
61d42332f4d395ee22002ce5,19916,14400,"The administrator should be allowed to change the Consumer name, description and callback URL."
61d42332f4d395ee22002cea,19606,21600,Users on the service provider need a way to see the tokens they've authorized in the past for consumers and be able to revoke them.
61d42332f4d395ee22002cf0,19580,14400,"When SAL-30 and SAL-31 are completed, switch over to use their UserResolver, AuthenticationController, AuthenticationListener, et al. equivalents and remove them from our SPI."
61d42332f4d395ee22002cf1,19579,43200,"Right now we're testing the happy path in [OAuthDanceTest|https://studio.atlassian.com/source/browse/OAUTH/trunk/integration-tests/src/test/java/it/com/atlassian/oauth/OAuthDanceTest.java?r=29750], but don't have anything that tests for failures or robustness in handling those failures."
61d42332f4d395ee22002cf2,19578,21600,"When I set out this was just a spike. It's become a bit more than that as I've had people reviewing the code and having just been slapping things together wily nily, but I haven't written any unit tests yet"
61d42332f4d395ee22002cf3,19577,36000,This [todo|https://studio.atlassian.com/source/browse/OAUTH/trunk/plugin/src/main/java/com/atlassian/oauth/internal/AuthenticatorImpl.java?r=29750#l114]
61d42332f4d395ee22002da1,152528,14400,"If I run the following command, where I specify both development and release version\r\n{code:none}\r\nmvn jgitflow:release-start -DdevelopmentVersion=11.7 -DreleaseVersion=11.6\r\n{code}\r\nThe plugin will recognize the Release Version and append -SNAPSHOT. However, it will fail to recognize the Development Version and force the user to specify a version. This seem non-intuitive. If you are expecting both branches to have SNAPSHOT, then they should either both have the value SNAPSHOT added to them or both force the user to add the word when specifying from the command line. Either way it would be nice if the maven plugin would at least warn that it is making changes so as to leave some indication of what did or didn't happen when running on a CI tool with -B (batch-mode) set.\r\n"
61d42332f4d395ee22002df0,103315,28800,"When I execute release-finish goal using following command line (notice double quotes around value for scmCommentPrefix as comment has a space in it""\r\n\r\nmvn jgitflow:release-finish -DautoVersionSubmodules=true -DkeepBranch=false -DpushReleases=true -DnoDeploy=false -DscmCommentPrefix=""[release finish]"" \r\n\r\nI get following error\r\n   [INFO] BUILD FAILURE\r\n    [INFO] ------------------------------------------------------------------------\r\n    [INFO] Total time: 0.619 s\r\n    [INFO] Finished at: 2014-09-26T15:29:00+00:00\r\n    [INFO] Final Memory: 8M/152M\r\n    [INFO] ------------------------------------------------------------------------\r\n    [ERROR] Unknown lifecycle phase ""finish]"". You must specify a valid lifecycle phase or a goal in the format <plugin-prefix>:<goal> or <plugin-group-id>:<plugin-artifact-id>[:<plugin-version>]:<goal>. Available lifecycle phases are: validate, initialize, generate-sources, process-sources, generate-resources, process-resources, compile, process-classes, generate-test-sources, process-test-sources, generate-test-resources, process-test-resources, test-compile, process-test-classes, test, prepare-package, package, pre-integration-test, integration-test, post-integration-test, verify, install, deploy, pre-clean, clean, post-clean, pre-site, site, post-site, site-deploy. -> [Help 1]\r\n    [ERROR] \r\n    [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.\r\n    [ERROR] Re-run Maven using the -X switch to enable full debug logging.\r\n    [ERROR] \r\n    [ERROR] For more information about the errors and possible solutions, please read the following articles:\r\n\r\n\r\n"
61d42332f4d395ee22002e03,96828,1800,"jgitflow:feature-finish uses the release profile:\r\n{{[INFO] Executing: cmd.exe /X /C ""C:\tools\maven\apache-maven-3.0.5\bin\mvn -s C:\Users\BENTAT~1\AppData\Local\Temp\release-settings7104117089287244257.xml clean install --no-plugin-updates --batch-mode -DperformRelease=true}}\r\n\r\nWhile release-finish and hotfix-finish provide parameters to enable this or not, I think it can either be disabled always in this case, or at least parameterized to disable it."
61d42332f4d395ee22002e3d,87411,3600,"When the plugin is about to do a fetch from the remote repository, it checks if there's an origin URL configured in the .git/config file of provided in the context. In case the URL is declared in the config file, it tries to execute a fetch on the remote repo without checking if there's also a fetching policy configured.\r\n\r\nTo prevent errors, there should be a ""fetch configured"" check before trying to do the fetch, and if there's no fetching policy configured, add it."
61d42332f4d395ee22002f4e,113135,14400,"I have a filter that includes the custom field ""Days since last comment"" (from the Toolkit). All comments are set to security for group ""Staff. When displayed on screen, in issue navigator, the value is displaying correctly. But when the staff members receive a filter subscription, the value is not displaying correctly. I think it goes back to the last comment that was visible to all users.\r\n\r\nSo, when they receive the email it shows last commented 8 weeks ago when there have been numerous comments in the past few days. It is misleading. I am logging the issue here rather than JTOOL because the problem is with the filter subscription logic, and not with the custom field itself (which displays correctly in issue navigator)."
61d42332f4d395ee22002f9c,71221,7200,See: https://jira.atlassian.com/browse/JRA-26488
61d42332f4d395ee22002fa8,71287,144000,"I'm in the process of taking a look at the code to see if we can't create a fast report for users on issues they have worked on.  For us, this includes, issues we have logged time on."
61d42332f4d395ee22003085,258089,432000,Omnium Lite Integration with Jira
61d42332f4d395ee220030ff,134765,28800,Probably same applies to numbered lists.
61d42332f4d395ee22003114,238035,3600,We need to set a proxy to the AsynchronousHttpClientFactory.\r\n \r\n\r\n\r\n
61d42332f4d395ee2200357e,71391,21600,"Just upgraded to Jira v4.3 today. Drag and drop fails.\n\nBrowser shows \n\n{code}\nUncaught SyntaxError: Unexpected token ILLEGAL\nattachmentsPOST http://tracker.retrieve.com/jira/rest/jira-dnd-attachment/1.0/issue/BS-71/attachments?filename=book_cover_firstaid_small.gif 500 (Internal Server Error)\n{code}\n\n\nTomcat logs show\n\n{code}\nMar 22, 2011 10:38:18 AM com.sun.jersey.server.impl.application.WebApplicationImpl onException\nSEVERE: Internal server error\njava.lang.NoSuchMethodError: com.atlassian.jira.bc.JiraServiceContextImpl.<init>(Lcom/opensymphony/user/User;Lcom/atlassian/jira/util/ErrorCollection;)V\n	at com.atlassian.jira.plugins.dnd.attachment.rest.v1.IssueResource.validateAddAttachment(IssueResource.java:118)\n	at com.atlassian.jira.plugins.dnd.attachment.rest.v1.IssueResource.addAttachment(IssueResource.java:190)\n	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)\n{code}\n\n\nSeems the same error is reported on JDDAP-9. They determined that\n\n{quote}\nProblem was caused by migration to Embedded Crowd. \n{quote}\n\nAnd TIME-143 has this note:\n\n{quote}\nWas: import com.opensymphony.user.User;\nNow: import com.atlassian.crowd.embedded.api.User;\n\nPlease see https://studio.plugins.atlassian.com/source/changelog/JDDAP/?cs=157701 for more information\n{quote}"
61d42332f4d395ee2200359c,113540,14400,"This was a problem with the TimeInStatusCFT from the charting plugin. The removeValue method tries to do a findByAnd with the value in the custom field and this makes a value= in sql, which mssql does not handle for unlimited text fields. This method needs to either, not try to compare on the value (we need to investigate the implications of changing the behavior of the method) or we need a new method that will just delete the values for the issue."
61d42332f4d395ee220036f8,374740,288000,City spatial management system to receive complaints and reports concerning environmental problems.
61d42332f4d395ee22003710,368610,576000,"*Description*\r\n\r\nI wasn't able to specify the ID of the custom fields I created, so I had to write logic to grab the ID based on the name of the field, after returning all fields. I would have loved to be able to search for the name of the field in the GET request, or even better, just specify the ID in the manifest.\r\n"
61d42332f4d395ee22003711,368609,288000,"*Description / Impact* \r\n\r\nGetting my app to look pretty was difficult because the UI kit still has a lot of limitations, especially the fact that it has only very few attributes on components and does not expose any CSS anywhere. You probably do this on purpose, to keep some standardization of design in the macros people build, but it made it challenging for me to make my app visually appealing. \r\n\r\nSpecific things that were challenging in my UI were, for example: \r\n* getting my heading sizes / general font sizes in a good hierarchy was not easy\r\n* making the spacing between headers and other content attractice\r\n* making separate sections (e.g. to make a visual separation between 'TO DO' and 'DONE'). I had to creatively use the alert components to create a contrasting section for my custom panel on the home page of Confluence. I would have rathered create a custom section (e.g. removing the exclamation mark or question mark, or the 'i')\r\n* Being able to align things in a grid horizontally (e.g. my settings page was super long vertically, because it was difficult to put sections next to each other, like you can do in regular CSS using display: grid)\r\n\r\nAs a solution for this, perhaps you could:\r\n* Provide a design scheme, a tutorial, or guidance for using UI components\r\n* Allow custom CSS styling to some extent (e.g. spacing, adding / removing elements of alerts)\r\n\r\n*Expected*\r\n\r\nPre-built UI components have an easy way to configure heading and font sizes relative to each other to achieve good visual hierarchy and spacing. UI kit components are customizable to some extent. Also, in general, the Forge developer documentation has some sort of design scheme or guidance for putting components together.\r\n\r\n*Actual*\r\n\r\nComponents are not customizable; components look strange when you have to use them creatively for your purpose; heading hierarchy is not clear; design guidance is provided.\r\n\r\n*Attachments*\r\n\r\nPhotos of the panel I created, where heading hierarchy is a bit strange, the alert components I used to create a new section are not exactly fit for purpose, and my very long, left-aligned, vertical settings page!\r\n\r\n !codegeist-1-driver-actions.png|thumbnail! \r\n !codegeist-3-contributor-actions.png|thumbnail! \r\n !codegeist-5-settings.png|thumbnail! \r\n"
