description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
"Porting encodeURL of the java FitsDownlaodDialog code to javascript  When download an image,  the proper name needs to be resolved based on the URL and   the information about the image.  In Java code, it has the following three methods:  {code}   encodeUrl  makeFileName  makeTitleFileName  {code}    These method should be ported to javascript.  Thus, the javascript version of the FitsDownloadDialog will save the file in the same manner. ",2,DM-4917,datamanagement,port encodeurl java fitsdownlaoddialog code javascript download image proper need resolve base url information image java code follow method code encodeurl makefilename maketitlefilename code method port javascript javascript version fitsdownloaddialog save file manner,"Porting encodeURL of the java FitsDownlaodDialog code to javascript When download an image, the proper name needs to be resolved based on the URL and the information about the image. In Java code, it has the following three methods: {code} encodeUrl makeFileName makeTitleFileName {code} These method should be ported to javascript. Thus, the javascript version of the FitsDownloadDialog will save the file in the same manner."
"Test performance of vertical-partition joins in mysql We are planning to vertically partition some tables (for example Object). We should make sure such joins across say 5, 10 or 20 tables are not a problem for mysql from performance standpoint. The testing involves creating a wide table (say 200 columns) and testing a speed of full scan, then slicing that table vertically into different number of columns and using join to assemble the pieces together.",4,DM-4919,datamanagement,test performance vertical partition join mysql plan vertically partition table example object sure join 10 20 table problem mysql performance standpoint testing involve create wide table 200 column test speed scan slice table vertically different number column join assemble piece,"Test performance of vertical-partition joins in mysql We are planning to vertically partition some tables (for example Object). We should make sure such joins across say 5, 10 or 20 tables are not a problem for mysql from performance standpoint. The testing involves creating a wide table (say 200 columns) and testing a speed of full scan, then slicing that table vertically into different number of columns and using join to assemble the pieces together."
"Support Multi image fits and controls add toolbar: next, prev arrow buttons, title when multi image fits has image specific titles or title would be cube number.    Make sure the store will support multi images, add next, prev actions, etc",4,DM-4920,datamanagement,support multi image fit control add toolbar prev arrow button title multi image fit image specific title title cube number sure store support multi image add prev action etc,"Support Multi image fits and controls add toolbar: next, prev arrow buttons, title when multi image fits has image specific titles or title would be cube number. Make sure the store will support multi images, add next, prev actions, etc"
"Make obs_subaru build with OS X SIP Because of OS X SIP, {{obs_subaru}} fails to build on os x 10.11. In the {{hsc/SConscript}} file, the library environment variables need properly set, and scripts need to be delayed until the shebang rewriting occurs. ",1,DM-4921,datamanagement,obs_subaru build os sip os sip obs_subaru fail build os 10.11 hsc sconscript file library environment variable need properly set script need delay shebang rewrite occur,"Make obs_subaru build with OS X SIP Because of OS X SIP, {{obs_subaru}} fails to build on os x 10.11. In the {{hsc/SConscript}} file, the library environment variables need properly set, and scripts need to be delayed until the shebang rewriting occurs."
"want to see locations in trace when butler raises because multiple locations were found daf_persistence 11.0-2-g56eb0a1+1 gives the unhelpful error message:    {code}  > RuntimeError: Unable to retrieve bias for {'category': 'A', 'taiObs': '2015-12-22', 'visit': 7292, 'site': 'S', 'dateObs': '2015-12-22', 'filter': 'PFS-M', 'field': 'DARK', 'spectrograph': 2, 'ccd': 5}: No unique lookup for ['calibDate', 'calibVersion'] from {'category': 'A', 'taiObs': '2015-12-22', 'visit': 7292, 'site': 'S', 'dateObs': '2015-12-22', 'filter': 'PFS-M', 'field': 'DARK', 'spectrograph': 2, 'ccd': 5}: 2 matches  {code}    (the old butler did this too).  The user wants to know what the 2 matches were -- it's user error, but the user needs help and  printing the first few options (nicely formatted) is very useful.  I think I did this on the HSC side.      The butler code in question is actually in butlerUtils/python/lsst/daf/butlerUtils/mapping.py and my post-doc gave me the wrong package.    It's in need():  {code}  >         if len(lookups) != 1:  >             raise RuntimeError, ""No unique lookup for %s from %s: %d matches"" % (newProps, newId, len(lookups))  {code}",1,DM-4923,datamanagement,want location trace butler raise multiple location find daf_persistence 11.0 g56eb0a1 give unhelpful error message code runtimeerror unable retrieve bias category taiobs 2015 12 22 visit 7292 site dateobs 2015 12 22 filter pfs field dark spectrograph ccd unique lookup calibdate calibversion category taiobs 2015 12 22 visit 7292 site dateobs 2015 12 22 filter pfs field dark spectrograph ccd match code old butler user want know match user error user need help print option nicely format useful think hsc butler code question actually butlerutil python lsst daf butlerutil mapping.py post doc give wrong package need code len(lookup raise runtimeerror unique lookup match newprops newid len(lookup code,"want to see locations in trace when butler raises because multiple locations were found daf_persistence 11.0-2-g56eb0a1+1 gives the unhelpful error message: {code} > RuntimeError: Unable to retrieve bias for {'category': 'A', 'taiObs': '2015-12-22', 'visit': 7292, 'site': 'S', 'dateObs': '2015-12-22', 'filter': 'PFS-M', 'field': 'DARK', 'spectrograph': 2, 'ccd': 5}: No unique lookup for ['calibDate', 'calibVersion'] from {'category': 'A', 'taiObs': '2015-12-22', 'visit': 7292, 'site': 'S', 'dateObs': '2015-12-22', 'filter': 'PFS-M', 'field': 'DARK', 'spectrograph': 2, 'ccd': 5}: 2 matches {code} (the old butler did this too). The user wants to know what the 2 matches were -- it's user error, but the user needs help and printing the first few options (nicely formatted) is very useful. I think I did this on the HSC side. The butler code in question is actually in butlerUtils/python/lsst/daf/butlerUtils/mapping.py and my post-doc gave me the wrong package. It's in need(): {code} > if len(lookups) != 1: > raise RuntimeError, ""No unique lookup for %s from %s: %d matches"" % (newProps, newId, len(lookups)) {code}"
"Make FlagHandler, SafeCentroidExtractor usable from Python The {{meas_base}} framework includes {{SafeCentroidExtractor}}, a convenience routine for extracting a centroid from a source record, setting a consistent set of flags if that's not possible or if the centroid is in some way compromised. This consistent flag handling is made possible by the use of the {{FlagHandler}} class.    Unfortunately, {{FlagHandler}} is not meaningfully usable from Python, not least because it's impossible to define flags:  {code:python}  >>> import lsst.meas.base as measBase  >>> measBase.FlagDefinition(""flag"", ""doc"")  [...]  TypeError: __init__() takes exactly 1 argument (3 given)  >>> fd = measBase.FlagDefinition()  >>> fd.name = ""flag""  [...]  AttributeError: You cannot add attributes to <lsst.meas.base.baseLib.FlagDefinition; proxy of <Swig Object of type 'lsst::meas::base::FlagDefinition *' at 0x10a82b900> >  {code}    Looking further, even were we able to create {{FlagDefinitions}}, the {{FlagHandler}} is initialized with pointers to the beginning/end of a container of them, which seems like a stretch for Python code.    Please add Python support for these routines.",2,DM-4925,datamanagement,flaghandler safecentroidextractor usable python meas_base framework include safecentroidextractor convenience routine extract centroid source record set consistent set flag possible centroid way compromise consistent flag handling possible use flaghandler class unfortunately flaghandler meaningfully usable python impossible define flag code python import lsst.meas.base measbase measbase doc ... typeerror init take exactly argument give fd measbase flagdefinition fd.name flag ... attributeerror add attribute code look able create flagdefinitions flaghandler initialize pointer beginning end container like stretch python code add python support routine,"Make FlagHandler, SafeCentroidExtractor usable from Python The {{meas_base}} framework includes {{SafeCentroidExtractor}}, a convenience routine for extracting a centroid from a source record, setting a consistent set of flags if that's not possible or if the centroid is in some way compromised. This consistent flag handling is made possible by the use of the {{FlagHandler}} class. Unfortunately, {{FlagHandler}} is not meaningfully usable from Python, not least because it's impossible to define flags: {code:python} >>> import lsst.meas.base as measBase >>> measBase.FlagDefinition(""flag"", ""doc"") [...] TypeError: __init__() takes exactly 1 argument (3 given) >>> fd = measBase.FlagDefinition() >>> fd.name = ""flag"" [...] AttributeError: You cannot add attributes to  > {code} Looking further, even were we able to create {{FlagDefinitions}}, the {{FlagHandler}} is initialized with pointers to the beginning/end of a container of them, which seems like a stretch for Python code. Please add Python support for these routines."
"Centroids fall outside Footprints In DM-4882, we observed a number of centroids measured while running the {{lsst_dm_stack_demo}} routines fall outside their associated {{Footprints}}. This was seen with both the {{NaiveCentroid}} and the {{SdssCentroid}} centroiders.    For the purposes of DM-4882 we quieted the warnings arising from this, but we should investigate why this is happening and, if necessary, weed out small {{Footprints}} entirely.",8,DM-4926,datamanagement,centroid fall outside footprints dm-4882 observe number centroid measure run lsst_dm_stack_demo routine fall outside associate footprints see naivecentroid sdsscentroid centroider purpose dm-4882 quiet warning arise investigate happen necessary weed small footprints entirely,"Centroids fall outside Footprints In DM-4882, we observed a number of centroids measured while running the {{lsst_dm_stack_demo}} routines fall outside their associated {{Footprints}}. This was seen with both the {{NaiveCentroid}} and the {{SdssCentroid}} centroiders. For the purposes of DM-4882 we quieted the warnings arising from this, but we should investigate why this is happening and, if necessary, weed out small {{Footprints}} entirely."
"Fix intermittent testQdisp failure The mocks used in the executive class don't mock cancellation correctly and doing so would require significant effort. When Executive::squash() is called, the mocks threads are already running but waiting on the _go barrier. squash() calls JobQuery::cancel() for each thread and cancel() calls markComplete() for the job because a QueryResource has not been aquirred from xrootd. Once all the jobs are cancelled and _go is set to true, the ex.join() command doesn't wait for the jobs to complete since markComplete() has already been called for all of the jobs. If any of the jobs take longer to complete than the main thread, they call markComplete for an Executive that no longer exists and cause the test to fail.",1,DM-4928,datamanagement,fix intermittent testqdisp failure mock executive class mock cancellation correctly require significant effort executive::squash call mock thread run wait barrier squash call jobquery::cancel thread cancel call markcomplete job queryresource aquirre xrootd job cancel set true ex.join command wait job complete markcomplete call job job long complete main thread markcomplete executive long exist cause test fail,"Fix intermittent testQdisp failure The mocks used in the executive class don't mock cancellation correctly and doing so would require significant effort. When Executive::squash() is called, the mocks threads are already running but waiting on the _go barrier. squash() calls JobQuery::cancel() for each thread and cancel() calls markComplete() for the job because a QueryResource has not been aquirred from xrootd. Once all the jobs are cancelled and _go is set to true, the ex.join() command doesn't wait for the jobs to complete since markComplete() has already been called for all of the jobs. If any of the jobs take longer to complete than the main thread, they call markComplete for an Executive that no longer exists and cause the test to fail."
Fix build of MariaDB on OS X El Capitan The current MariaDB EUPS package does not build on OS X El Capitan because OS X no longer ships with OpenSSL developer files. MariaDB has a build option to use a bundled SSL library in preference to OpenSSL but the logic for automatically switching to this version breaks when the Anaconda OpenSSL libraries are present.,1,DM-4929,datamanagement,fix build mariadb os el capitan current mariadb eups package build os el capitan os long ship openssl developer file mariadb build option use bundled ssl library preference openssl logic automatically switch version break anaconda openssl library present,Fix build of MariaDB on OS X El Capitan The current MariaDB EUPS package does not build on OS X El Capitan because OS X no longer ships with OpenSSL developer files. MariaDB has a build option to use a bundled SSL library in preference to OpenSSL but the logic for automatically switching to this version breaks when the Anaconda OpenSSL libraries are present.
"Deploy 4 bare metal hosts for testing Base to Archive transfer implementation James needs to test network communication methodologies in an environment that mimics the expected real-world conditions. In order to minimize the complications with debugging, using bare metal machines in the first phase is preferred.    We can use 4 of the machines bought off the 2015 purchase or purchase new machines just for this purpose.",4,DM-4930,datamanagement,deploy bare metal host test base archive transfer implementation james need test network communication methodology environment mimic expect real world condition order minimize complication debugging bare metal machine phase prefer use machine buy 2015 purchase purchase new machine purpose,"Deploy 4 bare metal hosts for testing Base to Archive transfer implementation James needs to test network communication methodologies in an environment that mimics the expected real-world conditions. In order to minimize the complications with debugging, using bare metal machines in the first phase is preferred. We can use 4 of the machines bought off the 2015 purchase or purchase new machines just for this purpose."
Qserv build fails on El Capitan with missing OpenSSL Qserv does not build on OS X El Capitan due to the absence of OpenSSL include files. Apple now only ship the OpenSSL library (for backwards compatibility reasons). Qserv only uses SSL in two places to calculate digests (MD5 and SHA). This functionality is available in the Apple CommonCrypto library. Qserv digest code needs to be taught how to use CommonCrypto.,2,DM-4931,datamanagement,qserv build fail el capitan miss openssl qserv build os el capitan absence openssl include file apple ship openssl library backwards compatibility reason qserv use ssl place calculate digest md5 sha functionality available apple commoncrypto library qserv digest code need teach use commoncrypto,Qserv build fails on El Capitan with missing OpenSSL Qserv does not build on OS X El Capitan due to the absence of OpenSSL include files. Apple now only ship the OpenSSL library (for backwards compatibility reasons). Qserv only uses SSL in two places to calculate digests (MD5 and SHA). This functionality is available in the Apple CommonCrypto library. Qserv digest code needs to be taught how to use CommonCrypto.
"Track kernel panic issue The line that caused the kernel panic is in modules/mysql/MySqlConnection.cc line 151.  Currently the line is fine and is:          std::string const killSql = ""KILL QUERY "" + std::to_string(threadId);    This version of the line will occasionally cause the kernel panic (note the missing %1% that should be after KILL QUERY).          std::string killSql = boost::str(bo  ost::format(""KILL QUERY "") % threadId);  ",3,DM-4932,datamanagement,"track kernel panic issue line cause kernel panic module mysql mysqlconnection.cc line 151 currently line fine std::stre const killsql kill query std::to_string(threadid version line occasionally cause kernel panic note missing kill query std::stre killsql boost::str(bo ost::format(""kill query threadid","Track kernel panic issue The line that caused the kernel panic is in modules/mysql/MySqlConnection.cc line 151. Currently the line is fine and is: std::string const killSql = ""KILL QUERY "" + std::to_string(threadId); This version of the line will occasionally cause the kernel panic (note the missing %1% that should be after KILL QUERY). std::string killSql = boost::str(bo ost::format(""KILL QUERY "") % threadId);"
"Create a utility function do do spherical geometry averaging I would like to calculate a correct average and RMS for a set of RA, Dec positions.    Neither [~jbosch] nor [~price] knew of an easy, simple function to do that that existed in the stack.  [~price] suggested:    {code}  mean = sum(afwGeom.Extent3D(coord.toVector()) for coord in coordList, afwGeom.Point3D(0, 0, 0))  mean /= len(coordList)  mean = afwCoord.IcrsCoord(mean)  {code}    That makes sense, but it's a bit unobvious (it's obvious how it works, but would likely never occur to someone that they should do it that way in the stack).    Pedantically it's also not the best way to do a mean while preserving precision, but I don't anticipate that to be an issue in practice.    Creating a function that did this would provide clarity.  I don't know where that function should live.    Note: I know how to do this in Astropy.  I'm intentionally not using astropy here.  But part of the astropy dependency discussion is likely ""how much are we otherwise rewriting in the LSST stack"".",1,DM-4933,datamanagement,create utility function spherical geometry average like calculate correct average rms set ra dec position ~jbosch ~price know easy simple function exist stack ~price suggest code mean sum(afwgeom extent3d(coord.tovector coord coordlist afwgeom point3d(0 mean /= len(coordlist mean afwcoord icrscoord(mean code make sense bit unobvious obvious work likely occur way stack pedantically good way mean preserve precision anticipate issue practice create function provide clarity know function live note know astropy intentionally astropy astropy dependency discussion likely rewrite lsst stack,"Create a utility function do do spherical geometry averaging I would like to calculate a correct average and RMS for a set of RA, Dec positions. Neither [~jbosch] nor [~price] knew of an easy, simple function to do that that existed in the stack. [~price] suggested: {code} mean = sum(afwGeom.Extent3D(coord.toVector()) for coord in coordList, afwGeom.Point3D(0, 0, 0)) mean /= len(coordList) mean = afwCoord.IcrsCoord(mean) {code} That makes sense, but it's a bit unobvious (it's obvious how it works, but would likely never occur to someone that they should do it that way in the stack). Pedantically it's also not the best way to do a mean while preserving precision, but I don't anticipate that to be an issue in practice. Creating a function that did this would provide clarity. I don't know where that function should live. Note: I know how to do this in Astropy. I'm intentionally not using astropy here. But part of the astropy dependency discussion is likely ""how much are we otherwise rewriting in the LSST stack""."
on-going support to Camera team in visualization at UIUC Attend the weekly meeting and answer questions as needed,2,DM-4934,datamanagement,go support camera team visualization uiuc attend weekly meeting answer question need,on-going support to Camera team in visualization at UIUC Attend the weekly meeting and answer questions as needed
"Enable validateMatches in ci_hsc {{python/lsst/ci/hsc/validate.py}} in {{ci_hsc}} [says|https://github.com/lsst/ci_hsc/blob/69c7a62f675b8fb4164065d2c8c1621e296e40ad/python/lsst/ci/hsc/validate.py#L78]:  {code:python}      def validateMatches(self, dataId):          # XXX lsst.meas.astrom.readMatches is gone!          return  {code}  {{readMatches}} (or its successor) should be back in place as of DM-3633. Please enable this test.",2,DM-4936,datamanagement,enable validatematche ci_hsc python lsst ci hsc validate.py ci_hsc says|https://github.com lsst ci_hsc blob/69c7a62f675b8fb4164065d2c8c1621e296e40ad python lsst ci hsc validate.py#l78 code python def validatematches(self dataid xxx lsst.meas.astrom.readmatche go return code readmatche successor place dm-3633 enable test,"Enable validateMatches in ci_hsc {{python/lsst/ci/hsc/validate.py}} in {{ci_hsc}} [says|https://github.com/lsst/ci_hsc/blob/69c7a62f675b8fb4164065d2c8c1621e296e40ad/python/lsst/ci/hsc/validate.py#L78]: {code:python} def validateMatches(self, dataId): # XXX lsst.meas.astrom.readMatches is gone! return {code} {{readMatches}} (or its successor) should be back in place as of DM-3633. Please enable this test."
"multiple CVEs relevant to mariadb 10.1.9 and mysql Multiple CVEs have been released this week for mysql & mariadb.  The current eups product for mariadb is bundling 10.1.9, which is affected.  Several of the CVEs do not yet provide details, which typically means they are ""really bad"".    https://github.com/lsst/mariadb/blob/master/upstream/mariadb-10.1.9.tar.gz    https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0505  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0546  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0596  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0597  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0598  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0600  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0606  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0608  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0609  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0616  https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2047",1,DM-4937,datamanagement,multiple cf relevant mariadb 10.1.9 mysql multiple cf release week mysql mariadb current eup product mariadb bundle 10.1.9 affect cf provide detail typically mean bad https://github.com/lsst/mariadb/blob/master/upstream/mariadb-10.1.9.tar.gz https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0505 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0546 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0596 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0597 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0598 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0600 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0606 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0608 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0609 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-0616 https://cve.mitre.org/cgi-bin/cvename.cgi?name=cve-2016-2047,"multiple CVEs relevant to mariadb 10.1.9 and mysql Multiple CVEs have been released this week for mysql & mariadb. The current eups product for mariadb is bundling 10.1.9, which is affected. Several of the CVEs do not yet provide details, which typically means they are ""really bad"". https://github.com/lsst/mariadb/blob/master/upstream/mariadb-10.1.9.tar.gz https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0505 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0546 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0596 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0597 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0598 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0600 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0606 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0608 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0609 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-0616 https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2047"
"Update scisql to v0.3.5 In order to update MariaDB to v10.1.10 {{scisql}} needs to also be updated to deal with the hard-coded version checking. For the current version we get this error with the latest MariaDB:  {code}  :::::  [2016-01-28T16:51:40.539306Z]     user_function(self)  :::::  [2016-01-28T16:51:40.539334Z]   File ""/home/build0/lsstsw/build/scisql/wscript"", line 63, in configure  :::::  [2016-01-28T16:51:40.539346Z]     ctx.check_mysql()  :::::  [2016-01-28T16:51:40.539392Z]   File ""/home/build0/lsstsw/build/scisql/.waf-1.6.11-30618c54883417962c38f5d395f83584/waflib/Configure.py"", line 221, in fun  :::::  [2016-01-28T16:51:40.539410Z]     return f(*k,**kw)  :::::  [2016-01-28T16:51:40.539432Z]   File ""tools/mysql_waf.py"", line 85, in check_mysql  :::::  [2016-01-28T16:51:40.539451Z]     (ok, msg) = mysqlversion.check(version)  :::::  [2016-01-28T16:51:40.539473Z]   File ""tools/mysqlversion.py"", line 74, in check  :::::  [2016-01-28T16:51:40.539514Z]     if not comparison_op(version_nums, constraint_nums):  :::::  [2016-01-28T16:51:40.539547Z] UnboundLocalError: local variable 'constraint_nums' referenced before assignment  Failed during rebuild of DM stack.  {code}",1,DM-4938,datamanagement,"update scisql v0.3.5 order update mariadb v10.1.10 scisql need update deal hard code version checking current version error late mariadb code 2016 01 28t16:51:40.539306z user_function(self 2016 01 28t16:51:40.539334z file /home build0 lsstsw build scisql wscript line 63 configure 2016 01 28t16:51:40.539346z ctx.check_mysql 2016 01 28t16:51:40.539392z file /home build0 lsstsw build scisql/.waf-1.6.11 30618c54883417962c38f5d395f83584 waflib configure.py line 221 fun 2016 01 28t16:51:40.539410z return f(*k,**kw 2016 01 28t16:51:40.539432z file tool mysql_waf.py line 85 check_mysql 2016 01 28t16:51:40.539451z ok msg mysqlversion.check(version 2016 01 28t16:51:40.539473z file tool mysqlversion.py line 74 check 2016 01 28t16:51:40.539514z comparison_op(version_num constraint_nums 2016 01 28t16:51:40.539547z unboundlocalerror local variable constraint_num reference assignment fail rebuild dm stack code","Update scisql to v0.3.5 In order to update MariaDB to v10.1.10 {{scisql}} needs to also be updated to deal with the hard-coded version checking. For the current version we get this error with the latest MariaDB: {code} ::::: [2016-01-28T16:51:40.539306Z] user_function(self) ::::: [2016-01-28T16:51:40.539334Z] File ""/home/build0/lsstsw/build/scisql/wscript"", line 63, in configure ::::: [2016-01-28T16:51:40.539346Z] ctx.check_mysql() ::::: [2016-01-28T16:51:40.539392Z] File ""/home/build0/lsstsw/build/scisql/.waf-1.6.11-30618c54883417962c38f5d395f83584/waflib/Configure.py"", line 221, in fun ::::: [2016-01-28T16:51:40.539410Z] return f(*k,**kw) ::::: [2016-01-28T16:51:40.539432Z] File ""tools/mysql_waf.py"", line 85, in check_mysql ::::: [2016-01-28T16:51:40.539451Z] (ok, msg) = mysqlversion.check(version) ::::: [2016-01-28T16:51:40.539473Z] File ""tools/mysqlversion.py"", line 74, in check ::::: [2016-01-28T16:51:40.539514Z] if not comparison_op(version_nums, constraint_nums): ::::: [2016-01-28T16:51:40.539547Z] UnboundLocalError: local variable 'constraint_nums' referenced before assignment Failed during rebuild of DM stack. {code}"
IRSA developer mentoring effort IRSA is contributing to the Firefly package development.  we need to put in time to mentor the developers. ,2,DM-4939,datamanagement,irsa developer mentoring effort irsa contribute firefly package development need time mentor developer,IRSA developer mentoring effort IRSA is contributing to the Firefly package development. we need to put in time to mentor the developers.
IRSA developer mentoring effort IRSA is contributing to Firefly development. We need to mentor the new developers.,2,DM-4940,datamanagement,irsa developer mentoring effort irsa contribute firefly development need mentor new developer,IRSA developer mentoring effort IRSA is contributing to Firefly development. We need to mentor the new developers.
"Fix type inference and return types makeMaskedImage et al The {{makeMaskedImage}} function and cousins like {{makeExposure}} don't do the type inference they're supposed to do in C++, because they use the old {{typename Image<T>::Ptr}} approach instead of {{PTR(Image<T>)}}.    They also return raw pointers, which is dangerous.  They should be converted to return shared_ptrs.  Note that this will have to include adjusting or removing Swig code (probably {{%newobject}} statements) that deal with taking ownership of the raw pointers.",1,DM-4942,datamanagement,fix type inference return type makemaskedimage et al makemaskedimage function cousin like makeexposure type inference suppose c++ use old typename image::ptr approach instead ptr(image return raw pointer dangerous convert return shared_ptrs note include adjust remove swig code probably newobject statement deal take ownership raw pointer,"Fix type inference and return types makeMaskedImage et al The {{makeMaskedImage}} function and cousins like {{makeExposure}} don't do the type inference they're supposed to do in C++, because they use the old {{typename Image::Ptr}} approach instead of {{PTR(Image)}}. They also return raw pointers, which is dangerous. They should be converted to return shared_ptrs. Note that this will have to include adjusting or removing Swig code (probably {{%newobject}} statements) that deal with taking ownership of the raw pointers."
"butler should transparently allow files to be compressed or not see the conversation on c.l.o. at [https://community.lsst.org/t/how-does-the-butler-support-compression/502].    The summary is, when the mapper returns e.g. a non compressed file name e.g. {{foo.fits}}, that file may be compressed and the filename may reflect this e.g. in reality it might be named {{foo.fits.gz}}. On a posix system some component of the butler framework should discover this and transform the filename to the correct filename and pass that to the deserializer.    TBD if the list of allowed extensions is hard coded someplace (in a mapper subclass?) or specified another way, perhaps by the policy (could be for dataset type or globally).",6,DM-4944,datamanagement,butler transparently allow file compress conversation c.l.o https://community.lsst.org/t/how-does-the-butler-support-compression/502 summary mapper return e.g. non compress file e.g. foo.fits file compress filename reflect e.g. reality name foo.fits.gz posix system component butler framework discover transform filename correct filename pass deserializer tbd list allow extension hard code someplace mapper subclass specify way policy dataset type globally,"butler should transparently allow files to be compressed or not see the conversation on c.l.o. at [https://community.lsst.org/t/how-does-the-butler-support-compression/502]. The summary is, when the mapper returns e.g. a non compressed file name e.g. {{foo.fits}}, that file may be compressed and the filename may reflect this e.g. in reality it might be named {{foo.fits.gz}}. On a posix system some component of the butler framework should discover this and transform the filename to the correct filename and pass that to the deserializer. TBD if the list of allowed extensions is hard coded someplace (in a mapper subclass?) or specified another way, perhaps by the policy (could be for dataset type or globally)."
"afw Wcs object copying does not copy exactly A probable bug in WCSLIB is causing {{wcscopy}} to create copies of {{Wcs}} objects which are not the same as the object that was copied. In some cases when this object is passed to {{wcsset}} it fails, as the {{Wcs}} object contains impossible values.    This has behaviour is non-deterministic (failure is only seen occasionally). The error has only been observed on OSX, but we do not believe it to be operating system dependent (except insofar as different systems and compilers produce different memory layouts and hence different failure modes). This reliably causes {{ci_hsc}} to fail when running on a Mac.    Relevant lines in {{afw}} are {{image/Wcs.cc:140}} and the {{Wcs}} copy constructor in {{image/Wcs.cc:468}}    Additionally a bug has been found in {{image/Wcs.cc}} on line 485 where the flag property should be set on an element, and not on the object itself, ie {{_wcsInfo[i]->flag = -1;}}.",6,DM-4946,datamanagement,afw wcs object copying copy exactly probable bug wcslib cause wcscopy create copy wcs object object copy case object pass wcsset fail wcs object contain impossible value behaviour non deterministic failure see occasionally error observe osx believe operate system dependent insofar different system compiler produce different memory layout different failure mode reliably cause ci_hsc fail run mac relevant line afw image wcs.cc:140 wcs copy constructor image wcs.cc:468 additionally bug find image wcs.cc line 485 flag property set element object ie wcsinfo[i]->flag -1,"afw Wcs object copying does not copy exactly A probable bug in WCSLIB is causing {{wcscopy}} to create copies of {{Wcs}} objects which are not the same as the object that was copied. In some cases when this object is passed to {{wcsset}} it fails, as the {{Wcs}} object contains impossible values. This has behaviour is non-deterministic (failure is only seen occasionally). The error has only been observed on OSX, but we do not believe it to be operating system dependent (except insofar as different systems and compilers produce different memory layouts and hence different failure modes). This reliably causes {{ci_hsc}} to fail when running on a Mac. Relevant lines in {{afw}} are {{image/Wcs.cc:140}} and the {{Wcs}} copy constructor in {{image/Wcs.cc:468}} Additionally a bug has been found in {{image/Wcs.cc}} on line 485 where the flag property should be set on an element, and not on the object itself, ie {{_wcsInfo[i]->flag = -1;}}."
"Please improve the documentation for TransformTask and derivatives While working on DM-4629 (overhauling {{ProcessCcdTask}}) [~rowen] stumbled over {{TransformTask}}, which he wasn't previously familiar with. Existing Doxygen documentation covers what this task does, but lacks context as to why it's useful. Please provide a high-level overview of what the intention is here.",2,DM-4948,datamanagement,improve documentation transformtask derivative work dm-4629 overhaul processccdtask ~rowen stumble transformtask previously familiar existing doxygen documentation cover task lack context useful provide high level overview intention,"Please improve the documentation for TransformTask and derivatives While working on DM-4629 (overhauling {{ProcessCcdTask}}) [~rowen] stumbled over {{TransformTask}}, which he wasn't previously familiar with. Existing Doxygen documentation covers what this task does, but lacks context as to why it's useful. Please provide a high-level overview of what the intention is here."
