description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
"Neither formchangechecker, nor quiz autosave detects changes in Atto editors Both quiz autosave code mod/quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE.    It seems that it they will alos need special code to work with Atto, but no-one has written that.    To reproduce (Quiz)  # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.)  # Ensure you have a default set-up using Atto, not TinyMCE or another editor.  # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type.  # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.)  # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens.  # Add an image to Atto using the filepicker, and verify that cause an autosave too.    To reproduce (Formchangechecker)  # Go to a form, and click to make a new post.  # Type an X in the message box.  # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't.",13,MDL-45780,moodle,formchangechecker quiz autosave detect change atto editor quiz autosave code mod quiz yui src autosave js autosave.js lib yui src formchangechecker js formchangechecker.js require special code work tinymce alos need special code work atto write reproduce quiz optional add cfg->forced_plugin_setting array('quiz array('autosaveperiod config.php the easy test second delay change auto save ensure default set atto tinymce editor create quiz contain essay question use html editor file picker response type attempt quiz open console autosave code output useful debug message tell go assume developer debug type atto verify second later delay set autosave ajax request happen add image atto filepicker verify cause autosave reproduce formchangechecker form click new post type message box click button warning leave page unsaved datum,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors Both quiz autosave code mod/quiz/yui/src/autosave/js/autosave.js, and lib/yui/src/formchangechecker/js/formchangechecker.js require special code to work with TinyMCE. It seems that it they will alos need special code to work with Atto, but no-one has written that. To reproduce (Quiz) # (Optional) Add $CFG->forced_plugin_settings = array('quiz' => array('autosaveperiod' => 3)); to your config.php to make thes easier to test. (Just a 3 second delay between a change and an auto-save.) # Ensure you have a default set-up using Atto, not TinyMCE or another editor. # Create a quiz containing one essay question, that uses the 'HTML editor with file picker' response type. # Attempt the quiz, and Open the console. (The autosave code outputs useful debug messages to tell you what is going on - assuming you have developer debug on.) # Type something in Atto, and verify that 3 seconds later (or whatever delay you set) an autosave ajax request happens. # Add an image to Atto using the filepicker, and verify that cause an autosave too. To reproduce (Formchangechecker) # Go to a form, and click to make a new post. # Type an X in the message box. # Click the back button. You should get a warning that you are about to leave a page with unsaved data, but you don't."
"Specify the requirements for the element library This should be a dev docs page describing the element library tool, and describing how a developer would add a renderable/renderer method to the tool.     It should list the mandatory and optional features for this tool requires in order to meet the goals specified in: http://docs.moodle.org/dev/Render_library_specification#Element_library_and_style_guide",5,MDL-45827,moodle,specify requirement element library dev doc page describe element library tool describe developer add renderable renderer method tool list mandatory optional feature tool require order meet goal specify http://docs.moodle.org/dev/render_library_specification#element_library_and_style_guide,"Specify the requirements for the element library This should be a dev docs page describing the element library tool, and describing how a developer would add a renderable/renderer method to the tool. It should list the mandatory and optional features for this tool requires in order to meet the goals specified in: http://docs.moodle.org/dev/Render_library_specification#Element_library_and_style_guide"
Create the element library admin tool Implement the admin tool defined in MDL-45827,8,MDL-45828,moodle,create element library admin tool implement admin tool define mdl-45827,Create the element library admin tool Implement the admin tool defined in MDL-45827
"Define the initial list of renderables to be added to the element library The proposed categories for renderables are:    Elements  Components (built of smaller elements)  Layouts (structured arrangements of smaller components/elements/layouts)    The names of these categories needs to be agreed on, and docs created to describe each category.     An (early) list of renderables is defined here: http://docs.moodle.org/dev/Render_library_specification#Initial_thoughts_on_renderables_and_what_we_should_provide_.28Draft.29    This list needs reviewing and categorising. ",20,MDL-45829,moodle,define initial list renderable add element library propose category renderable elements components build small element layouts structured arrangement small component element layout name category need agree doc create describe category early list renderable define http://docs.moodle.org/dev/render_library_specification#initial_thoughts_on_renderables_and_what_we_should_provide_.28draft.29 list need review categorise,"Define the initial list of renderables to be added to the element library The proposed categories for renderables are: Elements Components (built of smaller elements) Layouts (structured arrangements of smaller components/elements/layouts) The names of these categories needs to be agreed on, and docs created to describe each category. An (early) list of renderables is defined here: http://docs.moodle.org/dev/Render_library_specification#Initial_thoughts_on_renderables_and_what_we_should_provide_.28Draft.29 This list needs reviewing and categorising."
"Define style guide for renderables This document should go hand in hand with the element library, but will define best practices to follow when creating the default implementations of renderables.     See: http://docs.moodle.org/dev/Render_library_specification#Style_guide",40,MDL-45830,moodle,define style guide renderable document hand hand element library define good practice follow create default implementation renderable http://docs.moodle.org/dev/render_library_specification#style_guide,"Define style guide for renderables This document should go hand in hand with the element library, but will define best practices to follow when creating the default implementations of renderables. See: http://docs.moodle.org/dev/Render_library_specification#Style_guide"
"Debugging error when changing roles in category I encountered the following message:  {code}  Inconsistent courseid - context combination detected.        line 247 of /lib/classes/event/base.php: call to debugging()      line 144 of /admin/roles/override.php: call to core\event\base::create()  {code}    to replicate -   # open course category,   # click on ""permissions"",   # select any role from ""Advanced"" dropdown  # Change any permission    I'll create a related improvement to trigger event from inside of assign_capability()",5,MDL-45833,moodle,debug error change role category encounter following message code inconsistent courseid context combination detect line 247 /lib class event base.php debugging line 144 role override.php core\event\base::create code replicate open course category click permission select role advanced dropdown change permission create related improvement trigger event inside assign_capability,"Debugging error when changing roles in category I encountered the following message: {code} Inconsistent courseid - context combination detected. line 247 of /lib/classes/event/base.php: call to debugging() line 144 of /admin/roles/override.php: call to core\event\base::create() {code} to replicate - # open course category, # click on ""permissions"", # select any role from ""Advanced"" dropdown # Change any permission I'll create a related improvement to trigger event from inside of assign_capability()"
Document renderer best practices As part of the the [Render library specification|http://docs.moodle.org/dev/Render_library_specification] we agree that a best practices document was needed for the creation of renderers.    It should include:  * The do's and don't's of writing a render.  * A best practices for output.  * Any rules and recommendations in situations where elements cannot (or will not) be used.  ,20,MDL-45853,moodle,document renderer good practice render library specification|http://docs.moodle.org dev render_library_specification agree good practice document need creation renderer include write render good practice output rule recommendation situation element,Document renderer best practices As part of the the [Render library specification|http://docs.moodle.org/dev/Render_library_specification] we agree that a best practices document was needed for the creation of renderers. It should include: * The do's and don't's of writing a render. * A best practices for output. * Any rules and recommendations in situations where elements cannot (or will not) be used.
"Define and document JavaScript output guide As part of the the [Render library specification|http://docs.moodle.org/dev/Render_library_specification] we need to establish how the relationship between JavaScript and output should exist.    This involves deciding if handlebars is what we want to use, how we want to use it, how it ties in with renderers and elements, and then documenting the process thoroughly.    We should also consider here how to document elements and the JavaScript components that ship with them.  ",40,MDL-45854,moodle,define document javascript output guide render library specification|http://docs.moodle.org dev render_library_specification need establish relationship javascript output exist involve decide handlebar want use want use tie renderer element document process thoroughly consider document element javascript component ship,"Define and document JavaScript output guide As part of the the [Render library specification|http://docs.moodle.org/dev/Render_library_specification] we need to establish how the relationship between JavaScript and output should exist. This involves deciding if handlebars is what we want to use, how we want to use it, how it ties in with renderers and elements, and then documenting the process thoroughly. We should also consider here how to document elements and the JavaScript components that ship with them."
"Decide and document output components This is an essential part of the task - unfortunately the approaches are broad and what we choose now we have to commit to and live with.  It has to meet our needs now and in the future.    Some of the things that need to factor into this decisions are:    *Element and component re-use*  Re-use is key to this approach. We want to have components containing existing elements and components, and when we want to change how an element looks we want that change reflected in all uses of the element within other components that don't require it to look different.  This way you can style a button and instantly have the look updated across other components like search forms containing buttons.    *Elements and components can be complex*  Elements don't need to be easy to write - they should be feature full and limited in number. Developers should not write components instead they should be re-using the available elements and components.    *Overriding a render to change how an element must be both easy and robust*  Re-use is key as per the above point.  However we need to achieve this in such a way that we don't introduce magic and keep things simple to understand and override.  We have to be able to deal with state and attribute requirements of the element in relation to its parent component and do it in such as way that the state is owned by the component and attributes are owner by the render method. and keep it all understandable.  ",40,MDL-45885,moodle,decide document output component essential task unfortunately approach broad choose commit live meet need future thing need factor decision element component use use key approach want component contain exist element component want change element look want change reflect use element component require look different way style button instantly look update component like search form contain button element component complex element need easy write feature limited number developer write component instead available element component override render change element easy robust use key point need achieve way introduce magic thing simple understand override able deal state attribute requirement element relation parent component way state own component attribute owner render method understandable,"Decide and document output components This is an essential part of the task - unfortunately the approaches are broad and what we choose now we have to commit to and live with. It has to meet our needs now and in the future. Some of the things that need to factor into this decisions are: *Element and component re-use* Re-use is key to this approach. We want to have components containing existing elements and components, and when we want to change how an element looks we want that change reflected in all uses of the element within other components that don't require it to look different. This way you can style a button and instantly have the look updated across other components like search forms containing buttons. *Elements and components can be complex* Elements don't need to be easy to write - they should be feature full and limited in number. Developers should not write components instead they should be re-using the available elements and components. *Overriding a render to change how an element must be both easy and robust* Re-use is key as per the above point. However we need to achieve this in such a way that we don't introduce magic and keep things simple to understand and override. We have to be able to deal with state and attribute requirements of the element in relation to its parent component and do it in such as way that the state is owned by the component and attributes are owner by the render method. and keep it all understandable."
"For students: a single page with all their course grades on it Create a page wherein a student will be able to see the grades for the courses currently visible to them. This should be a user-context page, not under Reports, in order to avoid sudden breadcrumb/navigation jumping.    Once complete, a link to this page should be added to the *user menu*.",20,MDL-45894,moodle,student single page course grade create page student able grade course currently visible user context page reports order avoid sudden breadcrumb navigation jumping complete link page add user menu,"For students: a single page with all their course grades on it Create a page wherein a student will be able to see the grades for the courses currently visible to them. This should be a user-context page, not under Reports, in order to avoid sudden breadcrumb/navigation jumping. Once complete, a link to this page should be added to the *user menu*."
Add more blocks to the default 'my home' page Adding more content to *my home*. Refer to [the spec|http://docs.moodle.org/dev/Navigation_overhaul_specification#Revisiting_.27My_home.27_page_2] for more information.,13,MDL-45897,moodle,add block default home page add content home refer spec|http://docs.moodle.org dev navigation_overhaul_specification#revisiting_.27my_home.27_page_2 information,Add more blocks to the default 'my home' page Adding more content to *my home*. Refer to [the spec|http://docs.moodle.org/dev/Navigation_overhaul_specification#Revisiting_.27My_home.27_page_2] for more information.
Event monitor: Finalise the basic file and database structure Commit the basic file structure with the following:-  # Directory structure  # xmldb files  # permissions (db/access.php),20,MDL-45916,moodle,event monitor finalise basic file database structure commit basic file structure following:- directory structure xmldb file permission db access.php,Event monitor: Finalise the basic file and database structure Commit the basic file structure with the following:- # Directory structure # xmldb files # permissions (db/access.php)
Event monitor: Create a subscription manager class Create a class report_monitor\subscription_manager that lets you  # Create subscriptions  # Delete subscriptions  # Get subscription  # Get subscriptions for course  # Get subscriptions for an event    With unit tests,20,MDL-45919,moodle,event monitor create subscription manager class create class report_monitor\subscription_manager let create subscription delete subscription subscription subscription course subscription event unit test,Event monitor: Create a subscription manager class Create a class report_monitor\subscription_manager that lets you # Create subscriptions # Delete subscriptions # Get subscription # Get subscriptions for course # Get subscriptions for an event With unit tests
Define Report Builder API Work in progress: http://docs.moodle.org/dev/reportbuilder/API    We need to define the API that will be used to define report sources. This will determine a large section of the work that needs to be done as we integrate the report builder into core moodle.,20,MDL-45920,moodle,define report builder api work progress http://docs.moodle.org/dev/reportbuilder/api need define api define report source determine large section work need integrate report builder core moodle,Define Report Builder API Work in progress: http://docs.moodle.org/dev/reportbuilder/API We need to define the API that will be used to define report sources. This will determine a large section of the work that needs to be done as we integrate the report builder into core moodle.
"Slow behat tests for backup When we run behat backup tests, we pass a table such as:    {code}      When I backup ""Course 2"" course using this options:        | Filename | test_backup.mbz |        | setting_section_section_2_userinfo | 0 |        | setting_section_section_2_included | 0 |        | setting_section_section_4_userinfo | 0 |        | setting_section_section_4_included | 0 |  {code}    We then call i_backup_course_using_this_options, passing in those options. That in turn handles the backup process looking at each page.    At each page, it uses the following to fill in the form:  {code}  $this->fill_backup_restore_form($options);  {code}    Which then looks for each option in the table and fills it in. Since most of those settings are only found on one page, we then wait 12 seconds for the search for that option to fail to be found (which we ignore with a try/catch).    https://github.com/moodle/moodle/blob/master/backup/util/ui/tests/behat/behat_backup.php#L351    The result is that each test involving backups takes a good minute just to fill in the each page of the backup form, for three pages making about 3 minutes of wasted time in timeouts. By fixing this, we should be able to knock a good few minutes off behat runtimes.",5,MDL-45935,moodle,slow behat test backup run behat backup test pass table code backup course course option filename test_backup.mbz setting_section_section_2_userinfo setting_section_section_2_include setting_section_section_4_userinfo setting_section_section_4_include code i_backup_course_using_this_option pass option turn handle backup process look page page use following fill form code this->fill_backup_restore_form($option code look option table fill setting find page wait 12 second search option fail find ignore try catch https://github.com/moodle/moodle/blob/master/backup/util/ui/tests/behat/behat_backup.php#l351 result test involve backup take good minute fill page backup form page make minute waste time timeout fix able knock good minute behat runtime,"Slow behat tests for backup When we run behat backup tests, we pass a table such as: {code} When I backup ""Course 2"" course using this options: | Filename | test_backup.mbz | | setting_section_section_2_userinfo | 0 | | setting_section_section_2_included | 0 | | setting_section_section_4_userinfo | 0 | | setting_section_section_4_included | 0 | {code} We then call i_backup_course_using_this_options, passing in those options. That in turn handles the backup process looking at each page. At each page, it uses the following to fill in the form: {code} $this->fill_backup_restore_form($options); {code} Which then looks for each option in the table and fills it in. Since most of those settings are only found on one page, we then wait 12 seconds for the search for that option to fail to be found (which we ignore with a try/catch). https://github.com/moodle/moodle/blob/master/backup/util/ui/tests/behat/behat_backup.php#L351 The result is that each test involving backups takes a good minute just to fill in the each page of the backup form, for three pages making about 3 minutes of wasted time in timeouts. By fixing this, we should be able to knock a good few minutes off behat runtimes."
"The auth/db plugin should use the core functions user_create_user and user_update_user The auth/db is doing a bunch of it's own logic to add/update a user, which is not great. We want to keep the logic in one place for easy maintenance/updates etc.",8,MDL-45936,moodle,auth db plugin use core function user_create_user user_update_user auth db bunch logic add update user great want logic place easy maintenance update etc,"The auth/db plugin should use the core functions user_create_user and user_update_user The auth/db is doing a bunch of it's own logic to add/update a user, which is not great. We want to keep the logic in one place for easy maintenance/updates etc."
Event monitor: Create a form to edit/add a new rule We need a form to add/edit a new rule. This issue includes:-  # The mform with proper validations and such  # Edit.php to handel forum submissions  # A yui module to update the select drop downs dynamically (consider creating a mform dependent select element instead? ) ,40,MDL-45938,moodle,event monitor create form edit add new rule need form add edit new rule issue includes:- mform proper validation edit.php handel forum submission yui module update select drop down dynamically consider create mform dependent select element instead,Event monitor: Create a form to edit/add a new rule We need a form to add/edit a new rule. This issue includes:- # The mform with proper validations and such # Edit.php to handel forum submissions # A yui module to update the select drop downs dynamically (consider creating a mform dependent select element instead? )
"Event monitor: Create rule class We need a class that represents a rule in the database. It might have the following methods  get_module_select  delete_rule  copy_rule  get_plugin_name  get_description  get_name  get_filters_description  get_event_name  unsubscribe_user  subscribe_user    If it seems some of these methods can be reused by the subscription class, consider abstraction of those.  ",20,MDL-45939,moodle,event monitor create rule class need class represent rule database follow method get_module_select delete_rule copy_rule get_plugin_name get_description get_name get_filters_description get_event_name unsubscribe_us subscribe_user method reuse subscription class consider abstraction,"Event monitor: Create rule class We need a class that represents a rule in the database. It might have the following methods get_module_select delete_rule copy_rule get_plugin_name get_description get_name get_filters_description get_event_name unsubscribe_user subscribe_user If it seems some of these methods can be reused by the subscription class, consider abstraction of those."
"Shibboleth contains misleading comment regarding user passwords I was reading through the Shibboleth code and found this in auth/shibboleth/index.php near line 37    {code}  /// If we can find the Shibboleth attribute, save it in session and return to main login page      if (!empty($_SERVER[$pluginconfig->user_attribute])) {    // Shibboleth auto-login          $frm = new stdClass();          $frm->username = strtolower($_SERVER[$pluginconfig->user_attribute]);          $frm->password = substr(base64_encode($_SERVER[$pluginconfig->user_attribute]),0,8);          // The random password consists of the first 8 letters of the base 64 encoded user ID          // This password is never used unless the user account is converted to manual  {code}    The problem is that I don't believe Base64 is random at all and for short usernames could yield extremely short passwords. For instance the first 8 characters of the username 'ted' are 'dGVk'.     I am certainly no security expert but if a site for whatever reason decided to stop using Shibboleth anyone could stick a bunch of known usernames through Base64 and easily have the first 8 characters.     It seems like a bunch of randomized garbage characters would be a better idea to use. I really hope I am missing something here.",13,MDL-46016,moodle,"shibboleth contain misleading comment user password read shibboleth code find auth shibboleth index.php near line 37 code find shibboleth attribute save session return main login page empty($_server[$pluginconfig->user_attribute shibboleth auto login frm new stdclass frm->username strtolower($_server[$pluginconfig->user_attribute frm->password substr(base64_encode($_server[$pluginconfig->user_attribute]),0,8 random password consist letter base 64 encode user id password user account convert manual code problem believe base64 random short username yield extremely short password instance character username te dgvk certainly security expert site reason decide stop shibboleth stick bunch know username base64 easily character like bunch randomize garbage character well idea use hope miss","Shibboleth contains misleading comment regarding user passwords I was reading through the Shibboleth code and found this in auth/shibboleth/index.php near line 37 {code} /// If we can find the Shibboleth attribute, save it in session and return to main login page if (!empty($_SERVER[$pluginconfig->user_attribute])) { // Shibboleth auto-login $frm = new stdClass(); $frm->username = strtolower($_SERVER[$pluginconfig->user_attribute]); $frm->password = substr(base64_encode($_SERVER[$pluginconfig->user_attribute]),0,8); // The random password consists of the first 8 letters of the base 64 encoded user ID // This password is never used unless the user account is converted to manual {code} The problem is that I don't believe Base64 is random at all and for short usernames could yield extremely short passwords. For instance the first 8 characters of the username 'ted' are 'dGVk'. I am certainly no security expert but if a site for whatever reason decided to stop using Shibboleth anyone could stick a bunch of known usernames through Base64 and easily have the first 8 characters. It seems like a bunch of randomized garbage characters would be a better idea to use. I really hope I am missing something here."
"Add ability to create dividers in custom_menu As MDL-45893 is being developed based on custom_menu code, I think it'd be useful to have the ability to create dividers in regular custom_menus too. It is envisioned that you'd be able to specify dividers like this:    {noformat}  Moodle community|http://moodle.org  -Moodle free support|http://moodle.org/support  -####  -Moodle development|http://moodle.org/development  --Moodle Tracker|http://tracker.moodle.org  --Moodle Docs|http://docs.moodle.org  -Moodle News|http://moodle.org/news  ####  Moodle company  -Moodle commercial hosting|http://moodle.com/hosting  -Moodle commercial support|http://moodle.com/support  {noformat}    ...where a menu item with text of '####' and no URL will be given the class 'divider' at render time. I'd use the '-' character, but that'd conflict with our existing use of that to denote nesting level",3,MDL-46022,moodle,add ability create divider custom_menu mdl-45893 develop base custom_menu code think useful ability create divider regular custom_menus envision able specify divider like noformat moodle community|http://moodle.org -moodle free support|http://moodle.org support -moodle development|http://moodle.org development tracker|http://tracker.moodle.org -moodle news|http://moodle.org news moodle company -moodle commercial hosting|http://moodle.com host -moodle commercial support|http://moodle.com support noformat menu item text url give class divider render time use character conflict exist use denote nesting level,"Add ability to create dividers in custom_menu As MDL-45893 is being developed based on custom_menu code, I think it'd be useful to have the ability to create dividers in regular custom_menus too. It is envisioned that you'd be able to specify dividers like this: {noformat} Moodle community|http://moodle.org -Moodle free support|http://moodle.org/support -#### -Moodle development|http://moodle.org/development --Moodle Tracker|http://tracker.moodle.org --Moodle Docs|http://docs.moodle.org -Moodle News|http://moodle.org/news #### Moodle company -Moodle commercial hosting|http://moodle.com/hosting -Moodle commercial support|http://moodle.com/support {noformat} ...where a menu item with text of '####' and no URL will be given the class 'divider' at render time. I'd use the '-' character, but that'd conflict with our existing use of that to denote nesting level"
"Survey activity shows wrong error message to admins If you create a survey activity as an admin that is not enrolled in the course it says ""Guests are not allowed to submit surveys"". Admin != guest.",2,MDL-46035,moodle,survey activity show wrong error message admin create survey activity admin enrol course say guest allow submit survey admin guest,"Survey activity shows wrong error message to admins If you create a survey activity as an admin that is not enrolled in the course it says ""Guests are not allowed to submit surveys"". Admin != guest."
"Exception is thrown if you try to download responses from a survey activity with no responses I suspect we should be handling there being no data to download in a more graceful way.    Create a survey activity, click on 'download results' and pick excel. The following is displayed.    {quote}  There are no answers for this survey yet.    More information about this error    Debug info:   Error code: cannotfindanswer  Stack trace:  line 463 of /lib/setuplib.php: moodle_exception thrown  line 138 of /mod/survey/download.php: call to print_error()  {quote}",5,MDL-46036,moodle,exception throw try download response survey activity response suspect handle datum download graceful way create survey activity click download result pick excel follow display quote answer survey information error debug info error code cannotfindanswer stack trace line 463 /lib setuplib.php moodle_exception throw line 138 /mod survey download.php print_error quote,"Exception is thrown if you try to download responses from a survey activity with no responses I suspect we should be handling there being no data to download in a more graceful way. Create a survey activity, click on 'download results' and pick excel. The following is displayed. {quote} There are no answers for this survey yet. More information about this error Debug info: Error code: cannotfindanswer Stack trace: line 463 of /lib/setuplib.php: moodle_exception thrown line 138 of /mod/survey/download.php: call to print_error() {quote}"
"Include YUI -proxy modules in rollup As raised in https://moodle.org/mod/forum/post.php?reply=1136723#mformforum, some ISPs do insane and antiquated blocking based on keyword. I suspect we'll see this in places such as Syria, Iran, China, North Korea, etc.    To help the users in those locations, we can include the proxy modules in the rollup such that they are no longer blocked and more (hopefully all) of the JS works.",3,MDL-46058,moodle,include yui -proxy module rollup raise https://moodle.org/mod/forum/post.php?reply=1136723#mformforum isp insane antiquated blocking base keyword suspect place syria iran china north korea etc help user location include proxy module rollup long block hopefully js work,"Include YUI -proxy modules in rollup As raised in https://moodle.org/mod/forum/post.php?reply=1136723#mformforum, some ISPs do insane and antiquated blocking based on keyword. I suspect we'll see this in places such as Syria, Iran, China, North Korea, etc. To help the users in those locations, we can include the proxy modules in the rollup such that they are no longer blocked and more (hopefully all) of the JS works."
Editing LTI page invalid grade view The LTI edit page loads the grade maximum points as a decimal number and then complains that it is not an integer when you try and save.,8,MDL-46059,moodle,edit lti page invalid grade view lti edit page load grade maximum point decimal number complain integer try save,Editing LTI page invalid grade view The LTI edit page loads the grade maximum points as a decimal number and then complains that it is not an integer when you try and save.
Event monitor: Create a class to generate eventlist Create a class to find and list all events with caching,13,MDL-46109,moodle,event monitor create class generate eventlist create class find list event cache,Event monitor: Create a class to generate eventlist Create a class to find and list all events with caching
Event monitor: Create renderables/renderers to display the rule managment page Write a renderer to display rule management interface.,20,MDL-46110,moodle,event monitor create renderable renderer display rule managment page write renderer display rule management interface,Event monitor: Create renderables/renderers to display the rule managment page Write a renderer to display rule management interface.
Event monitor: Create renderables/renderers to display the subscription managment page Write a renderer to display subscription management interface.,40,MDL-46111,moodle,event monitor create renderable renderer display subscription managment page write renderer display subscription management interface,Event monitor: Create renderables/renderers to display the subscription managment page Write a renderer to display subscription management interface.
"Problems in downloading course log files, only 30 lines are downloaded Hi, we are using 2.7 an the Problem is, that trying to download log files only 30 rows are included in the download-file (exel, csv, xhtml ...). Talking about course-administration >> Reports >> Logs. Even without filtering anything, so that about 17 Pages of logdata are available online, a click on ""Download table Data as...excel/csv/xhtml..."" only results in 30 lines of logdata.  Think this is really a bug!?",5,MDL-46118,moodle,problem download course log file 30 line download hi 2.7 problem try download log file 30 row include download file exel csv xhtml talk course administration report log filter 17 pages logdata available online click download table data excel csv xhtml result 30 line logdata think bug,"Problems in downloading course log files, only 30 lines are downloaded Hi, we are using 2.7 an the Problem is, that trying to download log files only 30 rows are included in the download-file (exel, csv, xhtml ...). Talking about course-administration >> Reports >> Logs. Even without filtering anything, so that about 17 Pages of logdata are available online, a click on ""Download table Data as...excel/csv/xhtml..."" only results in 30 lines of logdata. Think this is really a bug!?"
Event monitor: Handle creating/deleting subscriptions Write a renderer to display subscription management interface.,13,MDL-46129,moodle,event monitor handle create delete subscription write renderer display subscription management interface,Event monitor: Handle creating/deleting subscriptions Write a renderer to display subscription management interface.
Event monitor: Handle rule managment Write yui modules to handle the managment of rules  # Deleting a rule  # copying a rule,8,MDL-46130,moodle,event monitor handle rule managment write yui module handle managment rule delete rule copy rule,Event monitor: Handle rule managment Write yui modules to handle the managment of rules # Deleting a rule # copying a rule
Event monitor: Sort out navigation We basically are going to provide three main entry points  # Subscription management page  # Rules management page    Sort out where these nodes needs to be present in the navigation    ,8,MDL-46131,moodle,event monitor sort navigation basically go provide main entry point subscription management page rule management page sort node need present navigation,Event monitor: Sort out navigation We basically are going to provide three main entry points # Subscription management page # Rules management page Sort out where these nodes needs to be present in the navigation
"Event monitor: Implement the event observer Implement an event observer that populates tool_monitor_events, as needed",40,MDL-46132,moodle,event monitor implement event observer implement event observer populate tool_monitor_events need,"Event monitor: Implement the event observer Implement an event observer that populates tool_monitor_events, as needed"
"Event monitor: Implement cron task to clean events table Implement a cron task to clean tool_monitor_events periodically.    There are three ways do this:-  # Truncate the table unconditionally every x hours  # Implement a smart logic that reads various rules and finds which event entries are not useful any more and dumps them only.  # Implement a semi -smart logic which finds out the maximum ""timewindow"" used in rules and dumps every thing beyond that.    Imho, 1 is not acceptable, 2 seems ideal, 3 is easiest to implement and more performance friendly than 2.",20,MDL-46133,moodle,event monitor implement cron task clean event table implement cron task clean tool_monitor_event periodically way this:- truncate table unconditionally hour implement smart logic read rule find event entry useful dump implement semi -smart logic find maximum timewindow rule dump thing imho acceptable ideal easiest implement performance friendly,"Event monitor: Implement cron task to clean events table Implement a cron task to clean tool_monitor_events periodically. There are three ways do this:- # Truncate the table unconditionally every x hours # Implement a smart logic that reads various rules and finds which event entries are not useful any more and dumps them only. # Implement a semi -smart logic which finds out the maximum ""timewindow"" used in rules and dumps every thing beyond that. Imho, 1 is not acceptable, 2 seems ideal, 3 is easiest to implement and more performance friendly than 2."
Event monitor: Implement cron task to send notifications Implement a cron task to check if rule has happened or not and send notifications as required. This will also include creating a new message type.,13,MDL-46134,moodle,event monitor implement cron task send notification implement cron task check rule happen send notification require include create new message type,Event monitor: Implement cron task to send notifications Implement a cron task to check if rule has happened or not and send notifications as required. This will also include creating a new message type.
